"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","key_press","view_history","response"
"12135.100000023842","{""Q0"":""WA_002""}","survey-text","0","12153","0.0-0.0-0.0","","","",""
"7086.899999976158","","html-keyboard-response","1","19242","0.0-1.0","<p style=""font-size:30px;"">Welcome to the experiment!</p><p style=""font-size:30px;""> You will read instructions for the game</p><p style=""font-size:30px;""> while we take a scan.</p><br><p style=""font-size:30px;"">Press ""3"" with your middle finger to read the instructions.</p></br>","3","",""
"144939.60000002384","","instructions","2","164183","0.0-2.0","","","[{""page_index"":0,""viewing_time"":5026.600000023842},{""page_index"":1,""viewing_time"":48904.5},{""page_index"":2,""viewing_time"":4743.100000023842},{""page_index"":3,""viewing_time"":7579.899999976158},{""page_index"":4,""viewing_time"":6581},{""page_index"":5,""viewing_time"":7138.899999976158},{""page_index"":6,""viewing_time"":3019.899999976158},{""page_index"":7,""viewing_time"":3333},{""page_index"":8,""viewing_time"":3205},{""page_index"":9,""viewing_time"":2331},{""page_index"":10,""viewing_time"":8517.800000071526},{""page_index"":11,""viewing_time"":3044},{""page_index"":12,""viewing_time"":3953.100000023842},{""page_index"":13,""viewing_time"":4670.799999952316},{""page_index"":14,""viewing_time"":4484.899999976158},{""page_index"":15,""viewing_time"":3760},{""page_index"":16,""viewing_time"":3201.899999976158},{""page_index"":17,""viewing_time"":2407},{""page_index"":18,""viewing_time"":7348.900000095367},{""page_index"":19,""viewing_time"":4914.099999904633},{""page_index"":20,""viewing_time"":4694},{""page_index"":21,""viewing_time"":2079.8000000715256}]",""
"3637.8000000715256","","image-keyboard-response","3","167825","0.0-3.0-0.0","img/cat.png","","","1"
"null","","html-keyboard-response","4","169327","0.0-3.0-1.0","<p style=""font-size: 60px; font-family: monospace;"">+</p>","null","",""
"4074","","image-keyboard-response","5","173403","0.0-3.0-2.0","img/fist.png","","","1"
"null","","html-keyboard-response","6","174904","0.0-3.0-3.0","<p style=""font-size: 60px; font-family: monospace;"">+</p>","null","",""
"null","","image-keyboard-response","7","175907","0.0-3.0-4.0","img/lost.png","","","null"
"null","","html-keyboard-response","8","177408","0.0-3.0-5.0","<p style=""font-size: 150px; font-family: monospace;"">+</p>","null","",""
"3938.399999976158","","image-keyboard-response","9","181348","0.0-3.0-0.1","img/gun.png","","","1"
