"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","key_press","view_history","response"
"4244.599999904633","{""Q0"":""WA_014""}","survey-text","0","4263","0.0-0.0-0.0","","","",""
"10865.900000095367","","html-keyboard-response","1","15131","0.0-1.0","<p style=""font-size:30px;"">Welcome to the experiment!</p><p style=""font-size:30px;""> You will read instructions for the game</p><p style=""font-size:30px;""> while we take a scan.</p><br><p style=""font-size:30px;"">Press ""3"" with your middle finger to read the instructions.</p></br>","3","",""
"162366.80000019073","","instructions","2","177500","0.0-2.0","","","[{""page_index"":0,""viewing_time"":4677.599999904633},{""page_index"":1,""viewing_time"":4747.400000095367},{""page_index"":2,""viewing_time"":9369},{""page_index"":3,""viewing_time"":8507},{""page_index"":4,""viewing_time"":17192.900000095367},{""page_index"":5,""viewing_time"":8120.800000190735},{""page_index"":6,""viewing_time"":8503},{""page_index"":7,""viewing_time"":10790.799999713898},{""page_index"":8,""viewing_time"":6483},{""page_index"":9,""viewing_time"":3306.0999999046326},{""page_index"":10,""viewing_time"":6011.900000095367},{""page_index"":11,""viewing_time"":5370.700000286102},{""page_index"":12,""viewing_time"":11827.199999809265},{""page_index"":13,""viewing_time"":9153.599999904633},{""page_index"":14,""viewing_time"":4696},{""page_index"":15,""viewing_time"":5255},{""page_index"":16,""viewing_time"":4350.900000095367},{""page_index"":17,""viewing_time"":2875},{""page_index"":18,""viewing_time"":9984.900000095367},{""page_index"":19,""viewing_time"":7923},{""page_index"":20,""viewing_time"":10084},{""page_index"":21,""viewing_time"":3136.699999809265}]",""
"2543.699999809265","","image-keyboard-response","3","180048","0.0-3.0-0.0","img/stick.png","","","2"
"null","","html-keyboard-response","4","181549","0.0-3.0-1.0","<p style=""font-size: 60px; font-family: monospace;"">+</p>","null","",""
"1705.3000001907349","","image-keyboard-response","5","183257","0.0-3.0-2.0","img/grizzly.png","","","2"
"null","","html-keyboard-response","6","184759","0.0-3.0-3.0","<p style=""font-size: 60px; font-family: monospace;"">+</p>","null","",""
"null","","image-keyboard-response","7","185761","0.0-3.0-4.0","img/lost.png","","","null"
"null","","html-keyboard-response","8","187262","0.0-3.0-5.0","<p style=""font-size: 150px; font-family: monospace;"">+</p>","null","",""
"4578.400000095367","","image-keyboard-response","9","191843","0.0-3.0-0.1","img/crow.png","","","1"
"null","","html-keyboard-response","10","193344","0.0-3.0-1.1","<p style=""font-size: 60px; font-family: monospace;"">+</p>","null","",""
"1689.0999999046326","","image-keyboard-response","11","195035","0.0-3.0-2.1","img/gun.png","","","1"
"null","","html-keyboard-response","12","196536","0.0-3.0-3.1","<p style=""font-size: 60px; font-family: monospace;"">+</p>","null","",""
"null","","image-keyboard-response","13","197538","0.0-3.0-4.1","img/won.png","","","null"
"null","","html-keyboard-response","14","199039","0.0-3.0-5.1","<p style=""font-size: 150px; font-family: monospace;"">+</p>","null","",""
"2753.300000190735","","image-keyboard-response","15","201794","0.0-3.0-0.2","img/gun.png","","","1"
"null","","html-keyboard-response","16","203295","0.0-3.0-1.2","<p style=""font-size: 60px; font-family: monospace;"">+</p>","null","",""
"1383.4000000953674","","image-keyboard-response","17","204680","0.0-3.0-2.2","img/goose.png","","","1"
"null","","html-keyboard-response","18","206181","0.0-3.0-3.2","<p style=""font-size: 60px; font-family: monospace;"">+</p>","null","",""
"null","","image-keyboard-response","19","207184","0.0-3.0-4.2","img/won.png","","","null"
"null","","html-keyboard-response","20","208685","0.0-3.0-5.2","<p style=""font-size: 150px; font-family: monospace;"">+</p>","null","",""
"2286.7000002861023","","image-keyboard-response","21","210973","0.0-3.0-0.3","img/cat.png","","","1"
"null","","html-keyboard-response","22","212474","0.0-3.0-1.3","<p style=""font-size: 60px; font-family: monospace;"">+</p>","null","",""
"1286.8999996185303","","image-keyboard-response","23","213763","0.0-3.0-2.3","img/fist.png","","","1"
"null","","html-keyboard-response","24","215264","0.0-3.0-3.3","<p style=""font-size: 60px; font-family: monospace;"">+</p>","null","",""
"null","","image-keyboard-response","25","216266","0.0-3.0-4.3","img/lost.png","","","null"
"null","","html-keyboard-response","26","217767","0.0-3.0-5.3","<p style=""font-size: 150px; font-family: monospace;"">+</p>","null","",""
"2766.4000000953674","","image-keyboard-response","27","220536","0.0-3.0-0.4","img/fist.png","","","2"
"null","","html-keyboard-response","28","222036","0.0-3.0-1.4","<p style=""font-size: 60px; font-family: monospace;"">+</p>","null","",""
"1155","","image-keyboard-response","29","223194","0.0-3.0-2.4","img/grizzly.png","","","2"
"null","","html-keyboard-response","30","224695","0.0-3.0-3.4","<p style=""font-size: 60px; font-family: monospace;"">+</p>","null","",""
"null","","image-keyboard-response","31","225697","0.0-3.0-4.4","img/lost.png","","","null"
"null","","html-keyboard-response","32","227198","0.0-3.0-5.4","<p style=""font-size: 150px; font-family: monospace;"">+</p>","null","",""
"5155.599999904633","","image-keyboard-response","33","232355","0.0-3.0-0.5","img/rock.png","","","1"
"null","","html-keyboard-response","34","233856","0.0-3.0-1.5","<p style=""font-size: 60px; font-family: monospace;"">+</p>","null","",""
"1365.4000000953674","","image-keyboard-response","35","235224","0.0-3.0-2.5","img/cat.png","","","1"
"null","","html-keyboard-response","36","236724","0.0-3.0-3.5","<p style=""font-size: 60px; font-family: monospace;"">+</p>","null","",""
"null","","image-keyboard-response","37","237726","0.0-3.0-4.5","img/won.png","","","null"
"null","","html-keyboard-response","38","239227","0.0-3.0-5.5","<p style=""font-size: 150px; font-family: monospace;"">+</p>","null","",""
"2247.4000000953674","","image-keyboard-response","39","241476","0.0-3.0-0.6","img/lion.png","","","2"
"null","","html-keyboard-response","40","242976","0.0-3.0-1.6","<p style=""font-size: 60px; font-family: monospace;"">+</p>","null","",""
"2025.3000001907349","","image-keyboard-response","41","245003","0.0-3.0-2.6","img/grenade.png","","","1"
"null","","html-keyboard-response","42","246505","0.0-3.0-3.6","<p style=""font-size: 60px; font-family: monospace;"">+</p>","null","",""
"null","","image-keyboard-response","43","247507","0.0-3.0-4.6","img/won.png","","","null"
"null","","html-keyboard-response","44","249008","0.0-3.0-5.6","<p style=""font-size: 150px; font-family: monospace;"">+</p>","null","",""
"1879.2000002861023","","image-keyboard-response","45","250888","0.0-3.0-0.7","img/bow.png","","","1"
"null","","html-keyboard-response","46","252391","0.0-3.0-1.7","<p style=""font-size: 60px; font-family: monospace;"">+</p>","null","",""
"1222.4000000953674","","image-keyboard-response","47","253615","0.0-3.0-2.7","img/crow.png","","","1"
"null","","html-keyboard-response","48","255116","0.0-3.0-3.7","<p style=""font-size: 60px; font-family: monospace;"">+</p>","null","",""
"null","","image-keyboard-response","49","256118","0.0-3.0-4.7","img/won.png","","","null"
"null","","html-keyboard-response","50","257619","0.0-3.0-5.7","<p style=""font-size: 150px; font-family: monospace;"">+</p>","null","",""
"10387.199999809265","","html-keyboard-response","51","268007","0.0-4.0","<div><p style=""font-size:30px;"">You finished the instructions.</p><p style=""font-size:30px;"">The scan make take a few minutes longer.  </p><p style=""font-size:30px;"">Please relax and hold still until it is finished. </p><p style=""font-size:30px;"">We will tell you when the main game is ready to begin.</p><br><p style=""font-size:30px;""><b>Please press 3 to end.</b> </p></br></div>","3","",""
