"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","key_press","view_history","response"
"6495.5","{""Q0"":""WA_008""}","survey-text","0","6509","0.0-0.0-0.0","","","",""
"2285.100000023842","","html-keyboard-response","1","8796","0.0-1.0","<p style=""font-size:30px;"">Welcome to the experiment!</p><p style=""font-size:30px;""> You will read instructions for the game</p><p style=""font-size:30px;""> while we take a scan.</p><br><p style=""font-size:30px;"">Press ""3"" with your middle finger to read the instructions.</p></br>","3","",""
"94784.5","","instructions","2","103582","0.0-2.0","","","[{""page_index"":0,""viewing_time"":2128.5},{""page_index"":1,""viewing_time"":3058.6999999284744},{""page_index"":2,""viewing_time"":5933.899999976158},{""page_index"":3,""viewing_time"":6953.100000023842},{""page_index"":4,""viewing_time"":7083.899999976158},{""page_index"":5,""viewing_time"":6371.800000071526},{""page_index"":6,""viewing_time"":3495},{""page_index"":7,""viewing_time"":4237.899999976158},{""page_index"":8,""viewing_time"":4298},{""page_index"":9,""viewing_time"":2410.100000023842},{""page_index"":10,""viewing_time"":4356.899999976158},{""page_index"":11,""viewing_time"":2631.899999976158},{""page_index"":12,""viewing_time"":7258.800000071526},{""page_index"":13,""viewing_time"":4342.099999904633},{""page_index"":14,""viewing_time"":3204.3000000715256},{""page_index"":15,""viewing_time"":5284.600000023842},{""page_index"":16,""viewing_time"":3599},{""page_index"":17,""viewing_time"":6049.899999976158},{""page_index"":18,""viewing_time"":3723.899999976158},{""page_index"":19,""viewing_time"":3726.100000023842},{""page_index"":20,""viewing_time"":2935.100000023842},{""page_index"":21,""viewing_time"":1700.6999999284744}]",""
"3307.5","","image-keyboard-response","3","106907","0.0-3.0-0.0","img/rock.png","","","2"
"null","","html-keyboard-response","4","108408","0.0-3.0-1.0","<p style=""font-size: 60px; font-family: monospace;"">+</p>","null","",""
"2560.399999976158","","image-keyboard-response","5","110970","0.0-3.0-2.0","img/cat.png","","","1"
"null","","html-keyboard-response","6","112471","0.0-3.0-3.0","<p style=""font-size: 60px; font-family: monospace;"">+</p>","null","",""
"null","","image-keyboard-response","7","113473","0.0-3.0-4.0","img/won.png","","","null"
"null","","html-keyboard-response","8","114974","0.0-3.0-5.0","<p style=""font-size: 150px; font-family: monospace;"">+</p>","null","",""
"1395.2999999523163","","image-keyboard-response","9","116371","0.0-3.0-0.1","img/cat.png","","","1"
"null","","html-keyboard-response","10","117872","0.0-3.0-1.1","<p style=""font-size: 60px; font-family: monospace;"">+</p>","null","",""
"1450.1000000238419","","image-keyboard-response","11","119324","0.0-3.0-2.1","img/fist.png","","","1"
