"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","key_press","view_history","response"
"5194.300000190735","{""Q0"":""WA_017""}","survey-text","0","5208","0.0-0.0-0.0","","","",""
"4453.5","","html-keyboard-response","1","9664","0.0-1.0","<p style=""font-size:30px;"">Welcome to the experiment!</p><p style=""font-size:30px;""> You will read instructions for the game</p><p style=""font-size:30px;""> while we take a scan.</p><br><p style=""font-size:30px;"">Press ""3"" with your middle finger to read the instructions.</p></br>","3","",""
"73395.60000038147","","instructions","2","83062","0.0-2.0","","","[{""page_index"":0,""viewing_time"":2370.2000002861023},{""page_index"":1,""viewing_time"":3108.9000000953674},{""page_index"":2,""viewing_time"":6283.099999904633},{""page_index"":3,""viewing_time"":5165.799999713898},{""page_index"":4,""viewing_time"":5736.900000095367},{""page_index"":5,""viewing_time"":4981.099999904633},{""page_index"":6,""viewing_time"":2501.800000190735},{""page_index"":7,""viewing_time"":4604.900000095367},{""page_index"":8,""viewing_time"":2628.0999999046326},{""page_index"":9,""viewing_time"":1289},{""page_index"":10,""viewing_time"":2671},{""page_index"":11,""viewing_time"":1633.8000001907349},{""page_index"":12,""viewing_time"":4080.0999999046326},{""page_index"":13,""viewing_time"":8192.900000095367},{""page_index"":14,""viewing_time"":1993},{""page_index"":15,""viewing_time"":2237},{""page_index"":16,""viewing_time"":1342.8999996185303},{""page_index"":17,""viewing_time"":1368.9000000953674},{""page_index"":18,""viewing_time"":3771.0999999046326},{""page_index"":19,""viewing_time"":2057},{""page_index"":20,""viewing_time"":3943.800000190735},{""page_index"":21,""viewing_time"":1434}]",""
"4428","","image-keyboard-response","3","87494","0.0-3.0-0.0","img/lion.png","","","2"
"null","","html-keyboard-response","4","88996","0.0-3.0-1.0","<p style=""font-size: 60px; font-family: monospace;"">+</p>","null","",""
"null","","image-keyboard-response","5","94998","0.0-3.0-2.0","img/grenade.png","","","null"
"null","","html-keyboard-response","6","96499","0.0-3.0-3.0","<p style=""font-size: 60px; font-family: monospace;"">+</p>","null","",""
"null","","image-keyboard-response","7","97502","0.0-3.0-4.0","img/won.png","","","null"
"null","","html-keyboard-response","8","99003","0.0-3.0-5.0","<p style=""font-size: 150px; font-family: monospace;"">+</p>","null","",""
"1855","","image-keyboard-response","9","100860","0.0-3.0-0.1","img/gun.png","","","1"
"null","","html-keyboard-response","10","102362","0.0-3.0-1.1","<p style=""font-size: 60px; font-family: monospace;"">+</p>","null","",""
"1596.4000000953674","","image-keyboard-response","11","103959","0.0-3.0-2.1","img/goose.png","","","1"
"null","","html-keyboard-response","12","105460","0.0-3.0-3.1","<p style=""font-size: 60px; font-family: monospace;"">+</p>","null","",""
"null","","image-keyboard-response","13","106462","0.0-3.0-4.1","img/won.png","","","null"
"null","","html-keyboard-response","14","107963","0.0-3.0-5.1","<p style=""font-size: 150px; font-family: monospace;"">+</p>","null","",""
"2039.0999999046326","","image-keyboard-response","15","110003","0.0-3.0-0.2","img/fist.png","","","2"
"null","","html-keyboard-response","16","111504","0.0-3.0-1.2","<p style=""font-size: 60px; font-family: monospace;"">+</p>","null","",""
"2046.0999999046326","","image-keyboard-response","17","113552","0.0-3.0-2.2","img/grizzly.png","","","2"
"null","","html-keyboard-response","18","115053","0.0-3.0-3.2","<p style=""font-size: 60px; font-family: monospace;"">+</p>","null","",""
"null","","image-keyboard-response","19","116055","0.0-3.0-4.2","img/lost.png","","","null"
"null","","html-keyboard-response","20","117556","0.0-3.0-5.2","<p style=""font-size: 150px; font-family: monospace;"">+</p>","null","",""
"3365.199999809265","","image-keyboard-response","21","120923","0.0-3.0-0.3","img/crow.png","","","1"
"null","","html-keyboard-response","22","122424","0.0-3.0-1.3","<p style=""font-size: 60px; font-family: monospace;"">+</p>","null","",""
"1166.1999998092651","","image-keyboard-response","23","123592","0.0-3.0-2.3","img/gun.png","","","1"
"null","","html-keyboard-response","24","125093","0.0-3.0-3.3","<p style=""font-size: 60px; font-family: monospace;"">+</p>","null","",""
"null","","image-keyboard-response","25","126095","0.0-3.0-4.3","img/won.png","","","null"
"null","","html-keyboard-response","26","127596","0.0-3.0-5.3","<p style=""font-size: 150px; font-family: monospace;"">+</p>","null","",""
"2601.0999999046326","","image-keyboard-response","27","130198","0.0-3.0-0.4","img/stick.png","","","2"
"null","","html-keyboard-response","28","131699","0.0-3.0-1.4","<p style=""font-size: 60px; font-family: monospace;"">+</p>","null","",""
"3234.5999999046326","","image-keyboard-response","29","134936","0.0-3.0-2.4","img/grizzly.png","","","1"
"null","","html-keyboard-response","30","136438","0.0-3.0-3.4","<p style=""font-size: 60px; font-family: monospace;"">+</p>","null","",""
"null","","image-keyboard-response","31","137440","0.0-3.0-4.4","img/lost.png","","","null"
