RunNumL,SetNumL,BattleNumL,FirstStimL,SecondStimL,ConfidenceL,OutcomeL,OutcomeNumL,ToneL,RunNumA,SetNumA,BattleNumA,FirstStimA,SecondStimA,ConfidenceA,OutcomeA,OutcomeNumA,ToneA,RunNumH,SetNumH,BattleNumH,FirstStimH,SecondStimH,ConfidenceH,OutcomeH,OutcomeNumH,ToneH,FullLoop.thisRepN,FullLoop.thisTrialN,FullLoop.thisN,FullLoop.thisIndex,loopL.thisRepN,loopL.thisTrialN,loopL.thisN,loopL.thisIndex,loop1.thisRepN,loop1.thisTrialN,loop1.thisN,loop1.thisIndex,loopA.thisRepN,loopA.thisTrialN,loopA.thisN,loopA.thisIndex,loop2.thisRepN,loop2.thisTrialN,loop2.thisN,loop2.thisIndex,loopH.thisRepN,loopH.thisTrialN,loopH.thisN,loopH.thisIndex,loop3.thisRepN,loop3.thisTrialN,loop3.thisN,loop3.thisIndex,trigger_image.started,trigger_resp.started,trigger_resp.keys,trigger_resp.rt,wait.started,wait.stopped,firststim_img_loop1.started,isi_conf_stim1_loop1.started,conf_img_stim1_loop1.started,conf_resp_stim1_loop1.started,conf_resp_stim1_loop1.keys,conf_resp_stim1_loop1.rt,isi_stim_1,isi_stim_loop1.started,isi_stim_loop1.stopped,secondstim_img_loop1.started,isi_conf_stim2_loop1.started,conf_img_stim2_loop1.started,conf_resp_stim2_loop1.started,conf_resp_stim2_loop1.keys,conf_resp_stim2_loop1.rt,isi_outcome.started,outcome_img_loop1.started,Tone_loop1.started,Tone_loop1.stopped,jitter_iti_1,iti_loop1.started,iti_loop1.stopped,secondstim_img_loop1.stopped,firststim_img_loop1.stopped,firststim_img_loop2.started,isi_conf_stim1_loop2.started,conf_img_stim1_loop2.started,conf_resp_stim1_loop2.started,conf_resp_stim1_loop2.keys,conf_resp_stim1_loop2.rt,isi_stim_2,isi_stim_loop2.started,isi_stim_loop2.stopped,secondstim_img_loop2.started,isi_conf_loop2.started,conf_img_stim2_loop2.started,conf_resp_stim2_loop2.started,conf_resp_stim2_loop2.keys,conf_resp_stim2_loop2.rt,outcome_image_loop2.started,Tone_loop2.started,Tone_loop2.stopped,jitter_iti_2,iti_loop2.started,iti_loop2.stopped,firststim_img_loop2.stopped,secondstim_img_loop2.stopped,outcome_image_loop2.stopped,firststim_img_loop3.started,isi_conf_stim1_loop3.started,conf_img_stim1_loop3.started,conf_resp_stim1_loop3.started,conf_resp_stim1_loop3.keys,conf_resp_stim1_loop3.rt,isi_stim_3,isi_stim_loop3.started,isi_stim_loop3.stopped,secondstim_img_loop3.started,isi_conf_stim2_loop3.started,conf_img_stim2_loop3.started,conf_resp_stim2_loop3.started,conf_resp_stim2_loop3.keys,conf_resp_stim2_loop3.rt,outcome_img_loop3.started,Tone_loop3.started,Tone_loop3.stopped,jitter_iti_3,iti_loop3.started,iti_loop3.stopped,firststim_img_loop3.stopped,secondstim_img_loop3.stopped,outcome_img_loop3.stopped,completion_prompt.started,completion_prompt_resp.started,completion_prompt_resp.keys,completion_prompt_resp.rt,participant,run,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,1,1,32,img/Agent_HM.png,img/AW.png,img/confidence.png,img/won.png,1,img/Silent.wav,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,7,,,,,,,,,,,,,,,,,,,,,,427.97601079102606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.76019724993967,424.75914308289066,425.0258015829604,425.0258015829604,['a'],[0.29561183298937976],0.5,425.3426919160411,425.84389045787975,425.84389045787975,426.8428702079691,427.109098915942,427.109098915942,['b'],[0.8381537911482155],428.2536172908731,428.4094119705493,429.70954800001346,1.0,429.7260061248671,430.7266761250794,,,,,,,,4.27,001,2023-12-10_16h27.50.007,Gen_Run1_Tone,2023.1.0,59.94736617461624,
,,,,,,,,,,,,,,,,,,1,1,41,img/Agent_HW.png,img/LS.png,img/confidence.png,img/lost.png,0,img/WhiteNoiseLong.wav,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,16,,,,,,,,,,,,,,,,,,,,,,434.8755129999481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.7266761250794,431.7263088328764,431.99229258298874,431.99229258298874,['a'],[0.29547362495213747],1.0,432.30912545789033,433.3097394159995,433.3097394159995,434.3091936658602,434.55864612502046,434.55864612502046,['a'],[0.2854318330064416],435.1439479580149,435.30960134535565,436.6091905408539,1.0,436.6426343328785,437.64334662491456,431.7263088328764,,,,,,,4.27,001,2023-12-10_16h27.50.007,Gen_Run1_Tone,2023.1.0,59.94736617461624,
,,,,,,,,,,,,,,,,,,1,1,45,img/Agent_HW.png,img/AS.png,img/confidence.png,img/lost.png,0,img/WhiteNoiseLong.wav,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,20,,,,,,,,,,,,,,,,,,,,,,442.0923369580414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.64334662491456,438.64235945791006,438.90939070796594,438.90939070796594,['a'],[0.18220387515611947],1.5,439.1093762500677,440.61003075004555,440.61003075004555,441.60935795796104,441.8758914580103,441.8758914580103,['b'],[0.1946289569605142],442.3433041658718,442.52620284541047,443.8257286660373,1.5,443.8429074580781,445.3433678748552,,441.60935795796104,443.8429074580781,,,,,4.27,001,2023-12-10_16h27.50.007,Gen_Run1_Tone,2023.1.0,59.94736617461624,
,,,,,,,,,,,,,,,,,,1,1,36,img/Agent_HS.png,img/HM.png,img/confidence.png,img/won.png,1,img/Silent.wav,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,11,,,,,,,,,,,,,,,,,,,,,,449.19328795792535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.3433678748552,446.35926220798865,446.6089101249818,446.6089101249818,['b'],[0.5823842491954565],0.5,447.20872237486765,447.70979174994864,447.70979174994864,448.70929162506945,448.95929820789024,448.95929820789024,['b'],[0.21120149898342788],449.4718404999003,449.62521030337086,450.92600437486544,1.5,450.9591435410548,452.46153820795007,,448.70929162506945,,,,,,4.27,001,2023-12-10_16h27.50.007,Gen_Run1_Tone,2023.1.0,59.94736617461624,
,,,,,,,,,,,,,,,,,,1,1,46,img/Agent_HW.png,img/AW.png,img/confidence.png,img/won.png,1,img/Silent.wav,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,21,,,,,,,,,,,,,,,,,,,,,,456.50901708286256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.46153820795007,453.47608620789833,453.7259128750302,453.7259128750302,['a'],[0.3316259989514947],0.5,454.07621170789935,454.5763714578934,454.5763714578934,455.5759972499218,455.8421149160713,455.8421149160713,['b'],[0.6372144990600646],456.78244537487626,456.9426634705393,458.2426632079296,1.5,458.27603087504394,459.77603262499906,,455.5759972499218,,,,,,4.27,001,2023-12-10_16h27.50.007,Gen_Run1_Tone,2023.1.0,59.94736617461624,
,,,,,,,,,,,,,,,,,,1,1,34,img/Agent_HS.png,img/LM.png,img/confidence.png,img/lost.png,0,img/WhiteNoiseLong.wav,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,9,,,,,,,,,,,,,,,,,,,,,,463.64270233293064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.77603262499906,460.7761952909641,461.02594295796007,461.02594295796007,['b'],[0.0870947907678783],1.0,461.14247087505646,462.144413291011,462.144413291011,463.1592406660784,463.409205915872,463.409205915872,['a'],[0.21021433197893202],463.9102569578681,464.0928486783756,465.3924833328929,1.0,465.40939629101194,466.4102476660628,,,,,,,,4.27,001,2023-12-10_16h27.50.007,Gen_Run1_Tone,2023.1.0,59.94736617461624,
,,,,,,,,,,,,,,,,,,1,1,48,img/Agent_HW.png,img/AM.png,img/confidence.png,img/won.png,1,img/Silent.wav,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,23,,,,,,,,,,,,,,,,,,,,,,470.92437104089186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.4102476660628,467.42597312503494,467.67578795785084,467.67578795785084,['b'],[0.6523817910347134],1.0,468.359598207986,469.36014133295976,469.36014133295976,470.35936666605994,470.60917566600256,470.60917566600256,['b'],[0.2873937499243766],471.1997769160662,471.3591301783687,472.65864154091105,1.0,472.6924771659542,473.6924869159702,,,,,,,,4.27,001,2023-12-10_16h27.50.007,Gen_Run1_Tone,2023.1.0,59.94736617461624,
,,,,,,,,,,,,,,,,,,1,1,39,img/Agent_HS.png,img/AM.png,img/confidence.png,img/won.png,1,img/Silent.wav,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,12,12,14,,,,,,,,,,,,,,,,,,,,,,477.50921262498014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.6924869159702,474.69232970802113,474.9421900410671,474.9421900410671,['b'],[0.15324104111641645],1.0,475.1264077499509,476.1260817500297,476.1260817500297,477.1258755829185,477.375899665989,477.375899665989,['c'],[0.11038258206099272],477.7825662079267,477.9424933453789,479.2426436250098,0.5,479.27608004095964,479.7928161660675,,,,,,,,4.27,001,2023-12-10_16h27.50.007,Gen_Run1_Tone,2023.1.0,59.94736617461624,
,,,,,,,,,,,,,,,,,,1,1,38,img/Agent_HS.png,img/AS.png,img/confidence.png,img/won.png,1,img/Silent.wav,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,484.0099195409566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.7928161660675,480.7927259579301,481.0592191249598,481.0592191249598,['b'],[0.3064754579681903],1.0,481.3924289578572,482.3930896250531,482.3930896250531,483.3928451659158,483.64226437499747,483.64226437499747,['c'],[0.3491682910826057],484.28200124995783,484.4424685954815,485.74203475005925,1.0,485.77667545806617,486.77624308294617,480.7927259579301,,,,,,,4.27,001,2023-12-10_16h27.50.007,Gen_Run1_Tone,2023.1.0,59.94736617461624,
,,,,,,,,,,,,,,,,,,1,1,37,img/Agent_HS.png,img/HW.png,img/confidence.png,img/won.png,1,img/Silent.wav,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,14,14,12,,,,,,,,,,,,,,,,,,,,,,490.9589269158896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.77624308294617,487.7925764999818,488.0423187080305,488.0423187080305,['c'],[0.16828650003299117],1.0,488.24366799998097,489.26027287496254,489.26027287496254,490.27573850005865,490.5258235828951,490.5258235828951,['c'],[0.41350641613826156],491.2329338749405,491.3925285535166,492.69257620791905,1.0,492.7257842910476,493.7273770829197,,,,,,,,4.27,001,2023-12-10_16h27.50.007,Gen_Run1_Tone,2023.1.0,59.94736617461624,
,,,,,,,,,,,,,,,,,,1,1,31,img/Agent_HM.png,img/AM.png,img/confidence.png,img/won.png,1,img/Silent.wav,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,15,15,6,,,,,,,,,,,,,,,,,,,,,,497.3258559159003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.7273770829197,494.74259379087016,494.99249529093504,494.99249529093504,['b'],[0.22000758303329349],0.5,495.2424600410741,495.7444230830297,495.7444230830297,496.74252062500454,496.99204120785,496.99204120785,['b'],[0.3038653328549117],497.5990369580686,497.7590511783725,499.05904933298007,2.0,499.0922627078835,501.09347808291204,,,,,,,,4.27,001,2023-12-10_16h27.50.007,Gen_Run1_Tone,2023.1.0,59.94736617461624,
,,,,,,,,,,,,,,,,,,1,1,30,img/Agent_HM.png,img/AS.png,img/confidence.png,img/won.png,1,img/Silent.wav,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,16,16,5,,,,,,,,,,,,,,,,,,,,,,505.72577399993315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.09347808291204,502.0921573329251,502.3427852499299,502.3427852499299,['b'],[0.12717012385837734],1.5,502.49209866602905,503.9930847499054,503.9930847499054,505.00919020804577,505.2589199580252,505.2589199580252,['b'],[0.4361030829604715],505.983102374943,506.1593723455677,507.45913783297874,0.5,507.4754345000256,507.977289540926,,,,,,,,4.27,001,2023-12-10_16h27.50.007,Gen_Run1_Tone,2023.1.0,59.94736617461624,
,,,,,,,,,,,,,,,,,,1,1,47,img/Agent_HW.png,img/LW.png,img/confidence.png,img/won.png,1,img/Silent.wav,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,17,17,22,,,,,,,,,,,,,,,,,,,,,,511.7597782078665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.977289540926,508.975738249952,509.22577041597106,509.22577041597106,['b'],[0.39946324890479445],0.5,509.64254470798187,510.14321841602214,510.14321841602214,511.142802832881,511.40907920803875,511.40907920803875,['a'],[0.32773604104295373],512.0325603750534,512.1924944285071,513.4920670830179,2.0,513.5257321249228,515.5265535409562,,,,,,,,4.27,001,2023-12-10_16h27.50.007,Gen_Run1_Tone,2023.1.0,59.94736617461624,
,,,,,,,,,,,,,,,,,,1,1,29,img/Agent_HM.png,img/LW.png,img/confidence.png,img/won.png,1,img/Silent.wav,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,18,18,4,,,,,,,,,,,,,,,,,,,,,,520.5421554578934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.5265535409562,516.525327415904,516.7757198328618,516.7757198328618,['b'],[0.20873950002714992],2.0,517.0092239999212,519.0097735829186,519.0097735829186,520.0090067500714,520.2756977500394,520.2756977500394,['a'],[0.2434520828537643],520.8161096249241,520.9760244284058,522.2758856250439,2.0,522.3089228330646,524.3097439999692,516.525327415904,520.0090067500714,,,,,,4.27,001,2023-12-10_16h27.50.007,Gen_Run1_Tone,2023.1.0,59.94736617461624,
,,,,,,,,,,,,,,,,,,1,1,43,img/Agent_HW.png,img/HS.png,img/confidence.png,img/lost.png,0,img/WhiteNoiseLong.wav,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,19,19,18,,,,,,,,,,,,,,,,,,,,,,528.6414913330227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.3097439999692,525.3092263329308,525.5588537498843,525.5588537498843,['b'],[0.21166083286516368],1.0,525.7924682078883,526.7929519999307,526.7929519999307,527.7924152910709,528.0590189159848,528.0590189159848,['a'],[0.5555597909260541],528.9107681659516,529.0756172624184,530.375486999983,0.5,530.4093837910332,530.9264225410298,,527.7924152910709,,,,,,4.27,001,2023-12-10_16h27.50.007,Gen_Run1_Tone,2023.1.0,59.94736617461624,
,,,,,,,,,,,,,,,,,,1,1,44,img/Agent_HW.png,img/HM.png,img/confidence.png,img/lost.png,0,img/WhiteNoiseLong.wav,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,20,20,19,,,,,,,,,,,,,,,,,,,,,,534.442683625035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.9264225410298,531.9260119160172,532.19248654088,532.19248654088,['b'],[0.23073441605083644],0.5,532.4431153328624,532.9434256248642,532.9434256248642,533.942314249929,534.208931250032,534.208931250032,['b'],[0.20959054096601903],534.6930191658903,534.8751328455052,536.1755432910286,0.5,536.1922867500689,536.692920290865,,533.942314249929,536.1922867500689,,,,,4.27,001,2023-12-10_16h27.50.007,Gen_Run1_Tone,2023.1.0,59.94736617461624,
,,,,,,,,,,,,,,,,,,1,1,40,img/Agent_HS.png,img/AW.png,img/confidence.png,img/won.png,1,img/Silent.wav,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,21,21,15,,,,,,,,,,,,,,,,,,,,,,541.5919699999504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536.692920290865,537.6924747908488,537.9588810829446,537.9588810829446,['b'],[0.19384312396869063],2.0,538.1763219998684,540.1768797498662,540.1768797498662,541.1758907909971,541.4257652908564,541.4257652908564,['c'],[0.13488595699891448],541.865781832952,542.0423169704387,543.3425482080784,1.0,543.3585573749151,544.359630000079,537.6924747908488,,,,,,,4.27,001,2023-12-10_16h27.50.007,Gen_Run1_Tone,2023.1.0,59.94736617461624,
,,,,,,,,,,,,,,,,,,1,1,27,img/Agent_HM.png,img/HS.png,img/confidence.png,img/lost.png,0,img/WhiteNoiseLong.wav,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,22,22,2,,,,,,,,,,,,,,,,,,,,,,547.5753254999872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.359630000079,545.3588004999328,545.6089537078515,545.6089537078515,['b'],[0.12685445696115494],0.5,545.7586471249815,546.2602642909624,546.2602642909624,547.2758166249841,547.5253729159012,547.5253729159012,['b'],[0.019935457035899162],547.8429409160744,548.0096338035306,549.3090899998788,1.5,549.3253737499472,550.826028124895,,,,,,,,4.27,001,2023-12-10_16h27.50.007,Gen_Run1_Tone,2023.1.0,59.94736617461624,
,,,,,,,,,,,,,,,,,,1,1,25,img/Agent_HM.png,img/LS.png,img/confidence.png,img/lost.png,0,img/WhiteNoiseLong.wav,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,23,23,0,,,,,,,,,,,,,,,,,,,,,,554.8764307079837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.826028124895,551.8254358749837,552.0921439579688,552.0921439579688,['b'],[0.16950608300976455],1.0,552.291994290892,553.2929973748978,553.2929973748978,554.2922418329399,554.5590028329752,554.5590028329752,['a'],[0.2929247079882771],555.1428643749095,555.3091548874742,556.6093554999679,1.0,556.6259960408788,557.6260100000072,,554.2922418329399,,,,,,4.27,001,2023-12-10_16h27.50.007,Gen_Run1_Tone,2023.1.0,59.94736617461624,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.27,001,2023-12-10_16h27.50.007,Gen_Run1_Tone,2023.1.0,59.94736617461624,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557.6260100000072,557.6260100000072,a,7.617605166044086,4.27,001,2023-12-10_16h27.50.007,Gen_Run1_Tone,2023.1.0,59.94736617461624,
