3.5208 	ERROR 	Support for the `sounddevice` audio backend is not available this session. Please install `psychopy-sounddevice` and restart the session to enable support.
95.6970 	DATA 	Keypress: t
97.2988 	DATA 	Keypress: lshift
97.2990 	DATA 	Keypress: t
98.8992 	DATA 	Keypress: lshift
98.8994 	DATA 	Keypress: t
99.8665 	DATA 	Keypress: lshift
99.8666 	DATA 	Keypress: c
100.4836 	DATA 	Keypress: lshift
100.4837 	DATA 	Keypress: t
101.4833 	DATA 	Keypress: lshift
101.4834 	DATA 	Keypress: c
102.0838 	DATA 	Keypress: lshift
102.0839 	DATA 	Keypress: t
102.2678 	DATA 	Keypress: lshift
102.2679 	DATA 	Keypress: c
103.6851 	DATA 	Keypress: lshift
103.6853 	DATA 	Keypress: t
105.2864 	DATA 	Keypress: lshift
105.2865 	DATA 	Keypress: t
105.9693 	DATA 	Keypress: lshift
105.9694 	DATA 	Keypress: c
106.8867 	DATA 	Keypress: lshift
106.8868 	DATA 	Keypress: t
108.4551 	DATA 	Keypress: lshift
108.4552 	DATA 	Keypress: c
108.4883 	DATA 	Keypress: lshift
108.4884 	DATA 	Keypress: t
110.0893 	DATA 	Keypress: lshift
110.0894 	DATA 	Keypress: t
111.3402 	DATA 	Keypress: lshift
111.3403 	DATA 	Keypress: c
111.6907 	DATA 	Keypress: lshift
111.6908 	DATA 	Keypress: t
113.2929 	DATA 	Keypress: lshift
113.2930 	DATA 	Keypress: t
113.2932 	DATA 	Keypress: lshift
113.2933 	DATA 	Keypress: c
114.8927 	DATA 	Keypress: lshift
114.8928 	DATA 	Keypress: t
116.4941 	DATA 	Keypress: lshift
116.4941 	DATA 	Keypress: t
118.0952 	DATA 	Keypress: lshift
118.0953 	DATA 	Keypress: t
118.4124 	DATA 	Keypress: lshift
118.4125 	DATA 	Keypress: a
119.6962 	DATA 	Keypress: lshift
119.6963 	DATA 	Keypress: t
121.2973 	DATA 	Keypress: lshift
121.2974 	DATA 	Keypress: t
121.4484 	DATA 	Keypress: lshift
121.4485 	DATA 	Keypress: b
122.8986 	DATA 	Keypress: lshift
122.8987 	DATA 	Keypress: t
124.4833 	DATA 	Keypress: lshift
124.4833 	DATA 	Keypress: t
125.5334 	DATA 	Keypress: lshift
125.5381 	DATA 	Keypress: a
126.0836 	DATA 	Keypress: lshift
126.0837 	DATA 	Keypress: t
127.6857 	DATA 	Keypress: lshift
127.6858 	DATA 	Keypress: t
127.8365 	DATA 	Keypress: lshift
127.8366 	DATA 	Keypress: b
129.2861 	DATA 	Keypress: lshift
129.2862 	DATA 	Keypress: t
130.8874 	DATA 	Keypress: lshift
130.8876 	DATA 	Keypress: t
131.1057 	DATA 	Keypress: lshift
131.1058 	DATA 	Keypress: b
132.4886 	DATA 	Keypress: lshift
132.4887 	DATA 	Keypress: t
134.0900 	DATA 	Keypress: lshift
134.0901 	DATA 	Keypress: t
135.6915 	DATA 	Keypress: lshift
135.6916 	DATA 	Keypress: t
135.9919 	DATA 	Keypress: lshift
135.9920 	DATA 	Keypress: a
137.2921 	DATA 	Keypress: lshift
137.2922 	DATA 	Keypress: t
138.5294 	DATA 	Keypress: lshift
138.5296 	DATA 	Keypress: a
138.8931 	DATA 	Keypress: lshift
138.8932 	DATA 	Keypress: t
140.4945 	DATA 	Keypress: lshift
140.4946 	DATA 	Keypress: t
141.9632 	DATA 	Keypress: lshift
141.9633 	DATA 	Keypress: c
142.0957 	DATA 	Keypress: lshift
142.0958 	DATA 	Keypress: t
143.0473 	DATA 	Keypress: lshift
143.0475 	DATA 	Keypress: c
143.6968 	DATA 	Keypress: lshift
143.6969 	DATA 	Keypress: t
145.2979 	DATA 	Keypress: lshift
145.2980 	DATA 	Keypress: t
146.6165 	DATA 	Keypress: lshift
146.6166 	DATA 	Keypress: b
146.9377 	DATA 	Keypress: lshift
146.9379 	DATA 	Keypress: t
148.4838 	DATA 	Keypress: lshift
148.4839 	DATA 	Keypress: t
150.0854 	DATA 	Keypress: lshift
150.0855 	DATA 	Keypress: t
151.6858 	DATA 	Keypress: lshift
151.6859 	DATA 	Keypress: t
152.2866 	DATA 	Keypress: lshift
152.2867 	DATA 	Keypress: a
153.2871 	DATA 	Keypress: lshift
153.2872 	DATA 	Keypress: t
154.8876 	DATA 	Keypress: lshift
154.8877 	DATA 	Keypress: t
155.4390 	DATA 	Keypress: lshift
155.4391 	DATA 	Keypress: a
156.4889 	DATA 	Keypress: lshift
156.4890 	DATA 	Keypress: t
158.0901 	DATA 	Keypress: lshift
158.0902 	DATA 	Keypress: t
159.6915 	DATA 	Keypress: lshift
159.6916 	DATA 	Keypress: t
159.9757 	DATA 	Keypress: lshift
159.9758 	DATA 	Keypress: b
161.2939 	DATA 	Keypress: lshift
161.2941 	DATA 	Keypress: t
162.8935 	DATA 	Keypress: lshift
162.8936 	DATA 	Keypress: t
163.2782 	DATA 	Keypress: lshift
163.2783 	DATA 	Keypress: a
164.4951 	DATA 	Keypress: lshift
164.4952 	DATA 	Keypress: t
166.0961 	DATA 	Keypress: lshift
166.0962 	DATA 	Keypress: t
167.6974 	DATA 	Keypress: lshift
167.6975 	DATA 	Keypress: t
167.8812 	DATA 	Keypress: lshift
167.8813 	DATA 	Keypress: a
169.2987 	DATA 	Keypress: lshift
169.2988 	DATA 	Keypress: t
170.5009 	DATA 	Keypress: c
170.8837 	DATA 	Keypress: lshift
170.8838 	DATA 	Keypress: t
172.4845 	DATA 	Keypress: lshift
172.4846 	DATA 	Keypress: t
174.0862 	DATA 	Keypress: lshift
174.0863 	DATA 	Keypress: t
175.6863 	DATA 	Keypress: lshift
175.6864 	DATA 	Keypress: t
177.2875 	DATA 	Keypress: lshift
177.2876 	DATA 	Keypress: t
178.8391 	DATA 	Keypress: lshift
178.8392 	DATA 	Keypress: a
178.8888 	DATA 	Keypress: lshift
178.8889 	DATA 	Keypress: t
180.4900 	DATA 	Keypress: lshift
180.4901 	DATA 	Keypress: t
180.8908 	DATA 	Keypress: lshift
180.8909 	DATA 	Keypress: a
182.0911 	DATA 	Keypress: lshift
182.0912 	DATA 	Keypress: t
183.6925 	DATA 	Keypress: lshift
183.6926 	DATA 	Keypress: t
185.2929 	DATA 	Keypress: lshift
185.2931 	DATA 	Keypress: t
186.2447 	DATA 	Keypress: lshift
186.2448 	DATA 	Keypress: a
186.8941 	DATA 	Keypress: lshift
186.8942 	DATA 	Keypress: t
188.4954 	DATA 	Keypress: lshift
188.4955 	DATA 	Keypress: t
188.8129 	DATA 	Keypress: a
190.0967 	DATA 	Keypress: lshift
190.0968 	DATA 	Keypress: t
191.6979 	DATA 	Keypress: lshift
191.6980 	DATA 	Keypress: t
193.2832 	DATA 	Keypress: lshift
193.2833 	DATA 	Keypress: t
193.6835 	DATA 	Keypress: lshift
193.6836 	DATA 	Keypress: a
194.8836 	DATA 	Keypress: lshift
194.8837 	DATA 	Keypress: t
195.7453 	DATA 	Keypress: c
196.4865 	DATA 	Keypress: lshift
196.4866 	DATA 	Keypress: t
198.0858 	DATA 	Keypress: lshift
198.0859 	DATA 	Keypress: t
199.6867 	DATA 	Keypress: lshift
199.6868 	DATA 	Keypress: t
199.8709 	DATA 	Keypress: lshift
199.8710 	DATA 	Keypress: a
201.2878 	DATA 	Keypress: lshift
201.2879 	DATA 	Keypress: t
202.2897 	DATA 	Keypress: lshift
202.2898 	DATA 	Keypress: c
202.8888 	DATA 	Keypress: lshift
202.8889 	DATA 	Keypress: t
204.4906 	DATA 	Keypress: lshift
204.4907 	DATA 	Keypress: t
205.9753 	DATA 	Keypress: lshift
205.9754 	DATA 	Keypress: a
206.0914 	DATA 	Keypress: lshift
206.0915 	DATA 	Keypress: t
207.6927 	DATA 	Keypress: lshift
207.6928 	DATA 	Keypress: t
208.1599 	DATA 	Keypress: a
209.2934 	DATA 	Keypress: lshift
209.2935 	DATA 	Keypress: t
209.4611 	DATA 	Keypress: a
210.8949 	DATA 	Keypress: lshift
210.8950 	DATA 	Keypress: t
212.4961 	DATA 	Keypress: lshift
212.4962 	DATA 	Keypress: t
213.3801 	DATA 	Keypress: lshift
213.3802 	DATA 	Keypress: a
214.0971 	DATA 	Keypress: lshift
214.0972 	DATA 	Keypress: t
214.1812 	DATA 	Keypress: lshift
214.1813 	DATA 	Keypress: a
215.6840 	DATA 	Keypress: lshift
215.6841 	DATA 	Keypress: t
217.2832 	DATA 	Keypress: lshift
217.2833 	DATA 	Keypress: t
217.6170 	DATA 	Keypress: lshift
217.6171 	DATA 	Keypress: a
218.8840 	DATA 	Keypress: lshift
218.8841 	DATA 	Keypress: t
220.4859 	DATA 	Keypress: lshift
220.4860 	DATA 	Keypress: t
222.0707 	DATA 	Keypress: lshift
222.0709 	DATA 	Keypress: a
222.0872 	DATA 	Keypress: lshift
222.0873 	DATA 	Keypress: t
223.6878 	DATA 	Keypress: lshift
223.6879 	DATA 	Keypress: t
224.6219 	DATA 	Keypress: lshift
224.6220 	DATA 	Keypress: a
225.2890 	DATA 	Keypress: lshift
225.2891 	DATA 	Keypress: t
226.8894 	DATA 	Keypress: lshift
226.8895 	DATA 	Keypress: t
228.4908 	DATA 	Keypress: lshift
228.4909 	DATA 	Keypress: t
228.8251 	DATA 	Keypress: c
230.0922 	DATA 	Keypress: lshift
230.0923 	DATA 	Keypress: t
231.6934 	DATA 	Keypress: lshift
231.6935 	DATA 	Keypress: t
233.0607 	DATA 	Keypress: lshift
233.0608 	DATA 	Keypress: a
233.2951 	DATA 	Keypress: lshift
233.2952 	DATA 	Keypress: t
234.3956 	DATA 	Keypress: lshift
234.3957 	DATA 	Keypress: a
234.9061 	DATA 	Keypress: lshift
234.9063 	DATA 	Keypress: t
236.4971 	DATA 	Keypress: lshift
236.4972 	DATA 	Keypress: t
236.4974 	DATA 	Keypress: lshift
236.4975 	DATA 	Keypress: b
238.0979 	DATA 	Keypress: lshift
238.0980 	DATA 	Keypress: t
239.6831 	DATA 	Keypress: lshift
239.6832 	DATA 	Keypress: t
240.3851 	DATA 	Keypress: lshift
240.3853 	DATA 	Keypress: c
241.2856 	DATA 	Keypress: lshift
241.2857 	DATA 	Keypress: t
242.8852 	DATA 	Keypress: lshift
242.8853 	DATA 	Keypress: t
243.3677 	DATA 	Keypress: lshift
243.3678 	DATA 	Keypress: c
244.4858 	DATA 	Keypress: lshift
244.4859 	DATA 	Keypress: t
245.5202 	DATA 	Keypress: lshift
245.5203 	DATA 	Keypress: c
246.0867 	DATA 	Keypress: lshift
246.0868 	DATA 	Keypress: t
247.6883 	DATA 	Keypress: lshift
247.6884 	DATA 	Keypress: t
249.2888 	DATA 	Keypress: lshift
249.2889 	DATA 	Keypress: t
249.5225 	DATA 	Keypress: lshift
249.5226 	DATA 	Keypress: c
250.8899 	DATA 	Keypress: lshift
250.8900 	DATA 	Keypress: t
251.1405 	DATA 	Keypress: lshift
251.1406 	DATA 	Keypress: c
252.4917 	DATA 	Keypress: lshift
252.4918 	DATA 	Keypress: t
254.0926 	DATA 	Keypress: lshift
254.0927 	DATA 	Keypress: t
254.6933 	DATA 	Keypress: lshift
254.6934 	DATA 	Keypress: c
255.6935 	DATA 	Keypress: lshift
255.6936 	DATA 	Keypress: t
257.2954 	DATA 	Keypress: lshift
257.2955 	DATA 	Keypress: t
258.8960 	DATA 	Keypress: lshift
258.8961 	DATA 	Keypress: t
259.3796 	DATA 	Keypress: lshift
259.3797 	DATA 	Keypress: b
260.4971 	DATA 	Keypress: lshift
260.4972 	DATA 	Keypress: t
260.8314 	DATA 	Keypress: lshift
260.8315 	DATA 	Keypress: b
262.0982 	DATA 	Keypress: lshift
262.0983 	DATA 	Keypress: t
262.8325 	DATA 	Keypress: a
263.6835 	DATA 	Keypress: lshift
263.6836 	DATA 	Keypress: t
265.2839 	DATA 	Keypress: lshift
265.2840 	DATA 	Keypress: t
266.8857 	DATA 	Keypress: lshift
266.8858 	DATA 	Keypress: t
268.4868 	DATA 	Keypress: lshift
268.4869 	DATA 	Keypress: t
268.8864 	DATA 	Keypress: c
270.0872 	DATA 	Keypress: lshift
270.0873 	DATA 	Keypress: t
271.6883 	DATA 	Keypress: lshift
271.6884 	DATA 	Keypress: t
272.5895 	DATA 	Keypress: c
273.2893 	DATA 	Keypress: lshift
273.2894 	DATA 	Keypress: t
274.8909 	DATA 	Keypress: lshift
274.8910 	DATA 	Keypress: t
276.4918 	DATA 	Keypress: lshift
276.4919 	DATA 	Keypress: t
278.0926 	DATA 	Keypress: lshift
278.0927 	DATA 	Keypress: t
278.7106 	DATA 	Keypress: a
279.6942 	DATA 	Keypress: lshift
279.6943 	DATA 	Keypress: t
280.6288 	DATA 	Keypress: a
281.2955 	DATA 	Keypress: lshift
281.2956 	DATA 	Keypress: t
282.8972 	DATA 	Keypress: lshift
282.8973 	DATA 	Keypress: t
284.4822 	DATA 	Keypress: lshift
284.4824 	DATA 	Keypress: t
285.5156 	DATA 	Keypress: a
286.0827 	DATA 	Keypress: lshift
286.0828 	DATA 	Keypress: t
287.6830 	DATA 	Keypress: lshift
287.6831 	DATA 	Keypress: t
287.7512 	DATA 	Keypress: a
289.2846 	DATA 	Keypress: lshift
289.2847 	DATA 	Keypress: t
290.8856 	DATA 	Keypress: lshift
290.8857 	DATA 	Keypress: t
291.6203 	DATA 	Keypress: b
292.4870 	DATA 	Keypress: lshift
292.4871 	DATA 	Keypress: t
294.0878 	DATA 	Keypress: lshift
294.0879 	DATA 	Keypress: t
294.6387 	DATA 	Keypress: lshift
294.6388 	DATA 	Keypress: c
295.6890 	DATA 	Keypress: lshift
295.6891 	DATA 	Keypress: t
297.2904 	DATA 	Keypress: lshift
297.2905 	DATA 	Keypress: t
298.8913 	DATA 	Keypress: lshift
298.8914 	DATA 	Keypress: t
300.4922 	DATA 	Keypress: lshift
300.4923 	DATA 	Keypress: t
301.0934 	DATA 	Keypress: c
302.0936 	DATA 	Keypress: lshift
302.0937 	DATA 	Keypress: t
303.6950 	DATA 	Keypress: lshift
303.6951 	DATA 	Keypress: t
304.1451 	DATA 	Keypress: a
304.9487 	DATA 	Keypress: a
305.2959 	DATA 	Keypress: lshift
305.2960 	DATA 	Keypress: t
306.8831 	DATA 	Keypress: lshift
306.8832 	DATA 	Keypress: t
308.4826 	DATA 	Keypress: lshift
308.4827 	DATA 	Keypress: t
309.2997 	DATA 	Keypress: a
310.0826 	DATA 	Keypress: lshift
310.0827 	DATA 	Keypress: t
311.1841 	DATA 	Keypress: a
311.6843 	DATA 	Keypress: lshift
311.6844 	DATA 	Keypress: t
313.2854 	DATA 	Keypress: lshift
313.2855 	DATA 	Keypress: t
314.8858 	DATA 	Keypress: lshift
314.8859 	DATA 	Keypress: t
315.5704 	DATA 	Keypress: c
316.3380 	DATA 	Keypress: c
316.4875 	DATA 	Keypress: lshift
316.4876 	DATA 	Keypress: t
318.0891 	DATA 	Keypress: lshift
318.0892 	DATA 	Keypress: t
319.4734 	DATA 	Keypress: a
319.6896 	DATA 	Keypress: lshift
319.6897 	DATA 	Keypress: t
321.2909 	DATA 	Keypress: lshift
321.2910 	DATA 	Keypress: t
322.8922 	DATA 	Keypress: lshift
322.8923 	DATA 	Keypress: t
324.3439 	DATA 	Keypress: c
324.4932 	DATA 	Keypress: lshift
324.4933 	DATA 	Keypress: t
326.0942 	DATA 	Keypress: lshift
326.0943 	DATA 	Keypress: t
327.4291 	DATA 	Keypress: b
327.7546 	DATA 	Keypress: lshift
327.7547 	DATA 	Keypress: t
329.2970 	DATA 	Keypress: lshift
329.2971 	DATA 	Keypress: t
330.8979 	DATA 	Keypress: lshift
330.8980 	DATA 	Keypress: t
332.4162 	DATA 	Keypress: c
332.4825 	DATA 	Keypress: lshift
332.4826 	DATA 	Keypress: t
334.0829 	DATA 	Keypress: lshift
334.0830 	DATA 	Keypress: t
335.1180 	DATA 	Keypress: a
335.6847 	DATA 	Keypress: lshift
335.6848 	DATA 	Keypress: t
337.2858 	DATA 	Keypress: lshift
337.2859 	DATA 	Keypress: t
338.8864 	DATA 	Keypress: lshift
338.8865 	DATA 	Keypress: t
340.4875 	DATA 	Keypress: lshift
340.4876 	DATA 	Keypress: t
340.7885 	DATA 	Keypress: a
342.0891 	DATA 	Keypress: lshift
342.0892 	DATA 	Keypress: t
343.6898 	DATA 	Keypress: lshift
343.6899 	DATA 	Keypress: t
344.2744 	DATA 	Keypress: a
345.2912 	DATA 	Keypress: lshift
345.2913 	DATA 	Keypress: t
346.8920 	DATA 	Keypress: lshift
346.8921 	DATA 	Keypress: t
347.6599 	DATA 	Keypress: a
348.4932 	DATA 	Keypress: lshift
348.4933 	DATA 	Keypress: t
348.5276 	DATA 	Keypress: a
350.0951 	DATA 	Keypress: lshift
350.0952 	DATA 	Keypress: t
350.3454 	DATA 	Keypress: a
351.6961 	DATA 	Keypress: lshift
351.6962 	DATA 	Keypress: t
353.2970 	DATA 	Keypress: lshift
353.2971 	DATA 	Keypress: t
354.8823 	DATA 	Keypress: lshift
354.8824 	DATA 	Keypress: t
355.3328 	DATA 	Keypress: c
356.4831 	DATA 	Keypress: lshift
356.4832 	DATA 	Keypress: t
358.0943 	DATA 	Keypress: lshift
358.0945 	DATA 	Keypress: t
358.7180 	DATA 	Keypress: a
359.6849 	DATA 	Keypress: lshift
359.6850 	DATA 	Keypress: t
361.2863 	DATA 	Keypress: lshift
361.2864 	DATA 	Keypress: t
362.8868 	DATA 	Keypress: lshift
362.8869 	DATA 	Keypress: t
363.2878 	DATA 	Keypress: a
364.4880 	DATA 	Keypress: lshift
364.4881 	DATA 	Keypress: t
364.7891 	DATA 	Keypress: a
366.0892 	DATA 	Keypress: lshift
366.0894 	DATA 	Keypress: t
366.7900 	DATA 	Keypress: a
367.6080 	DATA 	Keypress: a
367.6911 	DATA 	Keypress: lshift
367.6912 	DATA 	Keypress: t
369.2919 	DATA 	Keypress: lshift
369.2920 	DATA 	Keypress: t
370.8946 	DATA 	Keypress: lshift
370.8948 	DATA 	Keypress: t
372.4611 	DATA 	Keypress: b
372.4945 	DATA 	Keypress: lshift
372.4946 	DATA 	Keypress: t
373.2286 	DATA 	Keypress: b
374.0957 	DATA 	Keypress: lshift
374.0958 	DATA 	Keypress: t
375.6965 	DATA 	Keypress: lshift
375.6966 	DATA 	Keypress: t
376.9645 	DATA 	Keypress: a
377.2821 	DATA 	Keypress: lshift
377.2822 	DATA 	Keypress: t
378.8835 	DATA 	Keypress: lshift
378.8836 	DATA 	Keypress: t
380.4832 	DATA 	Keypress: lshift
380.4833 	DATA 	Keypress: t
382.0846 	DATA 	Keypress: lshift
382.0847 	DATA 	Keypress: t
382.7856 	DATA 	Keypress: a
383.6857 	DATA 	Keypress: lshift
383.6858 	DATA 	Keypress: t
385.2865 	DATA 	Keypress: lshift
385.2866 	DATA 	Keypress: t
385.5372 	DATA 	Keypress: a
386.8878 	DATA 	Keypress: lshift
386.8879 	DATA 	Keypress: t
388.4892 	DATA 	Keypress: lshift
388.4893 	DATA 	Keypress: t
389.4394 	DATA 	Keypress: a
390.0897 	DATA 	Keypress: lshift
390.0898 	DATA 	Keypress: t
391.2419 	DATA 	Keypress: a
391.6914 	DATA 	Keypress: lshift
391.6915 	DATA 	Keypress: t
392.8755 	DATA 	Keypress: a
393.2932 	DATA 	Keypress: lshift
393.2934 	DATA 	Keypress: t
393.9297 	DATA 	Keypress: a
394.8936 	DATA 	Keypress: lshift
394.8937 	DATA 	Keypress: t
396.4951 	DATA 	Keypress: lshift
396.4952 	DATA 	Keypress: t
398.0959 	DATA 	Keypress: lshift
398.0960 	DATA 	Keypress: t
398.7634 	DATA 	Keypress: b
399.3979 	DATA 	Keypress: b
399.6975 	DATA 	Keypress: lshift
399.6976 	DATA 	Keypress: t
401.2826 	DATA 	Keypress: lshift
401.2827 	DATA 	Keypress: t
401.6822 	DATA 	Keypress: a
402.8824 	DATA 	Keypress: lshift
402.8825 	DATA 	Keypress: t
404.4842 	DATA 	Keypress: lshift
404.4843 	DATA 	Keypress: t
405.7687 	DATA 	Keypress: a
406.0852 	DATA 	Keypress: lshift
406.0853 	DATA 	Keypress: t
407.6862 	DATA 	Keypress: lshift
407.6863 	DATA 	Keypress: t
408.4035 	DATA 	Keypress: a
409.2870 	DATA 	Keypress: lshift
409.2871 	DATA 	Keypress: t
410.8878 	DATA 	Keypress: lshift
410.8879 	DATA 	Keypress: t
412.4897 	DATA 	Keypress: lshift
412.4898 	DATA 	Keypress: t
413.0569 	DATA 	Keypress: a
414.0907 	DATA 	Keypress: lshift
414.0908 	DATA 	Keypress: t
415.1918 	DATA 	Keypress: a
415.6917 	DATA 	Keypress: lshift
415.6918 	DATA 	Keypress: t
415.9427 	DATA 	Keypress: a
417.2926 	DATA 	Keypress: lshift
417.2927 	DATA 	Keypress: t
418.8941 	DATA 	Keypress: lshift
418.8942 	DATA 	Keypress: t
419.9787 	DATA 	Keypress: a
420.4888 	DATA 	Keypress: lshift
420.4889 	DATA 	Keypress: t
422.0963 	DATA 	Keypress: lshift
422.0964 	DATA 	Keypress: t
422.1802 	DATA 	Keypress: a
423.6822 	DATA 	Keypress: lshift
423.6823 	DATA 	Keypress: t
425.2824 	DATA 	Keypress: lshift
425.2825 	DATA 	Keypress: t
426.8827 	DATA 	Keypress: lshift
426.8828 	DATA 	Keypress: t
427.2007 	DATA 	Keypress: a
428.4850 	DATA 	Keypress: lshift
428.4851 	DATA 	Keypress: t
430.0853 	DATA 	Keypress: lshift
430.0854 	DATA 	Keypress: t
431.3532 	DATA 	Keypress: lshift
431.3533 	DATA 	Keypress: c
431.6881 	DATA 	Keypress: lshift
431.6882 	DATA 	Keypress: t
433.2878 	DATA 	Keypress: lshift
433.2879 	DATA 	Keypress: t
434.8887 	DATA 	Keypress: lshift
434.8888 	DATA 	Keypress: t
436.0067 	DATA 	Keypress: b
436.4903 	DATA 	Keypress: lshift
436.4904 	DATA 	Keypress: t
438.0929 	DATA 	Keypress: lshift
438.0931 	DATA 	Keypress: t
438.1443 	DATA 	Keypress: a
439.6921 	DATA 	Keypress: lshift
439.6922 	DATA 	Keypress: t
441.2946 	DATA 	Keypress: lshift
441.2948 	DATA 	Keypress: t
442.4114 	DATA 	Keypress: b
442.8951 	DATA 	Keypress: lshift
442.8952 	DATA 	Keypress: t
444.4957 	DATA 	Keypress: lshift
444.4958 	DATA 	Keypress: t
444.5629 	DATA 	Keypress: a
446.0814 	DATA 	Keypress: lshift
446.0815 	DATA 	Keypress: t
447.6813 	DATA 	Keypress: lshift
447.6814 	DATA 	Keypress: t
449.0496 	DATA 	Keypress: a
449.2834 	DATA 	Keypress: lshift
449.2835 	DATA 	Keypress: t
450.8839 	DATA 	Keypress: lshift
450.8840 	DATA 	Keypress: t
452.4690 	DATA 	Keypress: c
452.4851 	DATA 	Keypress: lshift
452.4852 	DATA 	Keypress: t
454.0858 	DATA 	Keypress: lshift
454.0859 	DATA 	Keypress: t
455.6865 	DATA 	Keypress: lshift
455.6866 	DATA 	Keypress: t
457.2881 	DATA 	Keypress: lshift
457.2882 	DATA 	Keypress: t
457.8391 	DATA 	Keypress: c
458.8898 	DATA 	Keypress: lshift
458.8899 	DATA 	Keypress: t
460.2077 	DATA 	Keypress: lshift
460.2078 	DATA 	Keypress: c
460.4915 	DATA 	Keypress: lshift
460.4916 	DATA 	Keypress: t
462.0934 	DATA 	Keypress: lshift
462.0936 	DATA 	Keypress: t
463.6950 	DATA 	Keypress: lshift
463.6952 	DATA 	Keypress: t
465.2951 	DATA 	Keypress: lshift
465.2953 	DATA 	Keypress: t
465.7306 	DATA 	Keypress: c
466.8951 	DATA 	Keypress: lshift
466.8952 	DATA 	Keypress: t
468.4965 	DATA 	Keypress: lshift
468.4966 	DATA 	Keypress: t
469.0803 	DATA 	Keypress: lshift
469.0804 	DATA 	Keypress: b
470.0814 	DATA 	Keypress: lshift
470.0815 	DATA 	Keypress: t
471.6845 	DATA 	Keypress: lshift
471.6846 	DATA 	Keypress: t
473.2834 	DATA 	Keypress: lshift
473.2835 	DATA 	Keypress: t
474.4008 	DATA 	Keypress: c
474.8844 	DATA 	Keypress: lshift
474.8845 	DATA 	Keypress: t
476.4857 	DATA 	Keypress: lshift
476.4858 	DATA 	Keypress: t
477.4204 	DATA 	Keypress: c
478.0865 	DATA 	Keypress: lshift
478.0866 	DATA 	Keypress: t
479.6878 	DATA 	Keypress: lshift
479.6879 	DATA 	Keypress: t
481.2889 	DATA 	Keypress: lshift
481.2890 	DATA 	Keypress: t
482.8898 	DATA 	Keypress: lshift
482.8899 	DATA 	Keypress: t
483.0570 	DATA 	Keypress: lshift
483.0571 	DATA 	Keypress: b
484.4908 	DATA 	Keypress: lshift
484.4909 	DATA 	Keypress: t
485.1921 	DATA 	Keypress: lshift
485.1922 	DATA 	Keypress: a
486.0932 	DATA 	Keypress: lshift
486.0935 	DATA 	Keypress: t
487.6939 	DATA 	Keypress: lshift
487.6940 	DATA 	Keypress: t
