RunNum,SetNum,BattleNum,FirstStim,SecondStim,Outcome,OutcomeNum,Tone,Loop.thisRepN,Loop.thisTrialN,Loop.thisN,Loop.thisIndex,trigger.started,trigger_resp.started,trigger_resp.keys,trigger_resp.rt,wait.started,firststim_image.started,firststim_resp.started,firststim_resp.keys,firststim_resp.rt,isi_stim,isi_stim.started,isi_stim.stopped,secondstim_image.started,secondstim_resp.started,secondstim_resp.keys,secondstim_resp.rt,isi_outcome,isi_outcome.started,isi_outcome.stopped,outcome_image.started,tone.started,tone.stopped,jitter_iti,iti.started,iti.stopped,completion_prompt.started,completion_prompt_resp.started,completion_prompt_resp.keys,completion_prompt_resp.rt,participant,run,date,expName,psychopyVersion,frameRate,
2,4,19,img/grizzly.png,img/gun.png,img/lost.png,0,img/WhiteNoiseLong.wav,0,27,27,24,,,,,,221.32753104926087,221.32753104926087,c,0.965643681702204,2.0,222.3264658054104,224.3302654121071,224.3302654121071,224.3302654121071,a,1.0076984844636172,0.25,225.36274980253074,225.63253240461927,225.63253240461927,225.81199094781186,227.11330752668437,0.5,227.12986559723504,227.63217571144924,,,,,Maddy,002,2023-12-14_09h18.47.527,Safety_Run2_Tone,2023.1.0,59.95588105569715,
2,3,11,img/lion.png,img/gun.png,img/lost.png,0,img/WhiteNoiseLong.wav,0,28,28,33,,,,,,227.63217571144924,227.63217571144924,c,1.5028178473003209,1.0,229.16467901750002,230.16722564713564,230.16722564713564,230.16722564713564,a,0.44312323234044015,0.25,230.63387185276952,230.884720705566,230.884720705566,231.06692242948338,232.36727787111886,2.0,232.38374861725606,234.38665478455368,,,,,Maddy,002,2023-12-14_09h18.47.527,Safety_Run2_Tone,2023.1.0,59.95588105569715,
2,2,3,img/goose.png,img/gun.png,img/won.png,1,img/Silent.wav,0,29,29,13,,,,,,234.38665478455368,234.38665478455368,c,0.7826009414857253,0.5,235.2023334670812,235.7032557777129,235.7032557777129,235.7032557777129,a,2.3576687743188813,0.25,238.08738953247666,238.38126399647444,238.38126399647444,238.52112533559557,239.82946427480783,0.5,239.85643698833883,240.35800498747267,,,,,Maddy,002,2023-12-14_09h18.47.527,Safety_Run2_Tone,2023.1.0,59.95588105569715,
2,5,21,img/fist.png,img/grizzly.png,img/lost.png,0,img/WhiteNoiseLong.wav,0,30,30,7,,,,,,240.35800498747267,240.35800498747267,c,1.3349618716165423,1.5,241.7237684772117,243.22686621767934,243.22686621767934,243.22686621767934,c,3.0072118004318327,0.25,246.26013396761846,246.51363810780458,246.51363810780458,246.69362287293188,247.99483989633154,0.5,248.01118975365534,248.51284137938637,,,,,Maddy,002,2023-12-14_09h18.47.527,Safety_Run2_Tone,2023.1.0,59.95588105569715,
2,5,13,img/fist.png,img/lion.png,img/lost.png,0,img/WhiteNoiseLong.wav,0,31,31,8,,,,,,248.51284137938637,248.51284137938637,c,0.6920040152035654,1.0,249.22888292756397,250.23166763712652,250.23166763712652,250.23166763712652,c,0.5627169776707888,0.25,250.81322136847302,251.0649790208554,251.0649790208554,251.2469290115405,252.548027137178,1.0,252.564865100896,253.56727349059656,,,,,Maddy,002,2023-12-14_09h18.47.527,Safety_Run2_Tone,2023.1.0,59.95588105569715,
2,6,22,img/stick.png,img/grizzly.png,img/lost.png,0,img/WhiteNoiseLong.wav,0,32,32,38,,,,,,253.56727349059656,253.56727349059656,c,0.7548605127958581,2.0,254.34925405913964,256.35290660813916,256.35290660813916,256.35290660813916,c,1.120391895994544,0.25,257.50313500268385,257.7539309489075,257.7539309489075,257.9518007171573,259.25260444299784,1.5,259.26920859352686,260.7723635073053,,,,,Maddy,002,2023-12-14_09h18.47.527,Safety_Run2_Tone,2023.1.0,59.95588105569715,
2,1,28,img/cat.png,img/grenade.png,img/won.png,1,img/Silent.wav,0,33,33,1,,,,,,260.7723635073053,260.7723635073053,a,1.347989704227075,0.5,262.13843362790067,262.63919067638926,262.63919067638926,262.63919067638926,a,0.4512705699307844,0.25,263.1218661706662,263.41592182568274,263.41592182568274,263.5555866137147,264.8590823202394,1.5,264.873795485124,266.3763829325326,,,,,Maddy,002,2023-12-14_09h18.47.527,Safety_Run2_Tone,2023.1.0,59.95588105569715,
2,7,23,img/gun.png,img/grizzly.png,img/lost.png,0,img/WhiteNoiseLong.wav,0,34,34,29,,,,,,266.3763829325326,266.3763829325326,a,1.1327586800325662,1.0,267.5420626249397,268.54476285458077,268.54476285458077,268.54476285458077,a,0.5343180604977533,0.25,269.10986887977924,269.3634446999058,269.3634446999058,269.54337001626845,270.8445659906138,1.5,270.861317483359,272.3637800597353,,,,,Maddy,002,2023-12-14_09h18.47.527,Safety_Run2_Tone,2023.1.0,59.95588105569715,
2,6,30,img/stick.png,img/cat.png,img/won.png,1,img/Silent.wav,0,35,35,35,,,,,,272.3637800597353,272.3637800597353,c,1.7906151592032984,1.0,274.1801342975814,275.1826561805792,275.1826561805792,275.1826561805792,a,0.5985669128131121,0.25,275.81458926107734,276.10903574246913,276.10903574246913,276.24818483309355,277.55035958020017,1.0,277.5658788603032,278.56793510809075,,,,,Maddy,002,2023-12-14_09h18.47.527,Safety_Run2_Tone,2023.1.0,59.95588105569715,
2,7,39,img/gun.png,img/goose.png,img/won.png,1,img/Silent.wav,0,36,36,28,,,,,,278.56793510809075,278.56793510809075,a,1.9215158490696922,0.5,280.5181018919684,281.0203269573394,281.0203269573394,281.0203269573394,a,1.2998298739548773,0.25,282.35300417256076,282.644074015785,282.644074015785,282.7862615402555,284.0905912374146,1.5,284.10553793108556,285.60601053526625,,,,,Maddy,002,2023-12-14_09h18.47.527,Safety_Run2_Tone,2023.1.0,59.95588105569715,
2,5,5,img/fist.png,img/goose.png,img/lost.png,0,img/WhiteNoiseLong.wav,0,37,37,5,,,,,,285.60601053526625,285.60601053526625,c,1.287988742813468,0.5,286.92263855075,287.425640149042,287.425640149042,287.425640149042,c,1.3333906014449894,0.25,288.7905571324518,289.04448537912685,289.04448537912685,289.22408415342215,290.5249717902625,0.5,290.5416979674483,291.0447974145645,,,,,Maddy,002,2023-12-14_09h18.47.527,Safety_Run2_Tone,2023.1.0,59.95588105569715,
