RunNumA,SetNumA,BattleNumA,FirstStimA,SecondStimA,ConfidenceA,OutcomeA,OutcomeNumA,ToneA,RunNumH,SetNumH,BattleNumH,FirstStimH,SecondStimH,ConfidenceH,OutcomeH,OutcomeNumH,ToneH,RunNumL,SetNumL,BattleNumL,FirstStimL,SecondStimL,ConfidenceL,OutcomeL,OutcomeNumL,ToneL,FullLoop.thisRepN,FullLoop.thisTrialN,FullLoop.thisN,FullLoop.thisIndex,loopA.thisRepN,loopA.thisTrialN,loopA.thisN,loopA.thisIndex,loop1.thisRepN,loop1.thisTrialN,loop1.thisN,loop1.thisIndex,loopH.thisRepN,loopH.thisTrialN,loopH.thisN,loopH.thisIndex,loop2.thisRepN,loop2.thisTrialN,loop2.thisN,loop2.thisIndex,loopL.thisRepN,loopL.thisTrialN,loopL.thisN,loopL.thisIndex,loop3.thisRepN,loop3.thisTrialN,loop3.thisN,loop3.thisIndex,trigger_image.started,trigger_resp.started,trigger_resp.keys,trigger_resp.rt,wait.started,firststim_img_loop1.started,isi_conf_stim1_loop1.started,conf_img_stim1_loop1.started,conf_resp_stim1_loop1.started,conf_resp_stim1_loop1.keys,conf_resp_stim1_loop1.rt,isi_stim_1,isi_stim_loop1.started,isi_stim_loop1.stopped,secondstim_img_loop1.started,isi_conf_stim2_loop1.started,conf_img_stim2_loop1.started,conf_resp_stim2_loop1.started,conf_resp_stim2_loop1.keys,conf_resp_stim2_loop1.rt,isi_outcome.started,outcome_img_loop1.started,Tone_loop1.started,Tone_loop1.stopped,jitter_iti_1,iti_loop1.started,iti_loop1.stopped,firststim_img_loop2.started,isi_conf_stim1_loop2.started,conf_img_stim1_loop2.started,conf_resp_stim1_loop2.started,conf_resp_stim1_loop2.keys,conf_resp_stim1_loop2.rt,isi_stim_2,isi_stim_loop2.started,isi_stim_loop2.stopped,secondstim_img_loop2.started,isi_conf_loop2.started,conf_img_stim2_loop2.started,conf_resp_stim2_loop2.started,conf_resp_stim2_loop2.keys,conf_resp_stim2_loop2.rt,outcome_image_loop2.started,Tone_loop2.started,Tone_loop2.stopped,jitter_iti_2,iti_loop2.started,iti_loop2.stopped,firststim_img_loop3.started,isi_conf_stim1_loop3.started,conf_img_stim1_loop3.started,conf_resp_stim1_loop3.started,conf_resp_stim1_loop3.keys,conf_resp_stim1_loop3.rt,isi_stim_3,isi_stim_loop3.started,isi_stim_loop3.stopped,secondstim_img_loop3.started,isi_conf_stim2_loop3.started,conf_img_stim2_loop3.started,conf_resp_stim2_loop3.started,conf_resp_stim2_loop3.keys,conf_resp_stim2_loop3.rt,outcome_img_loop3.started,Tone_loop3.started,Tone_loop3.stopped,jitter_iti_3,iti_loop3.started,iti_loop3.stopped,completion_prompt.started,completion_prompt_resp.started,completion_prompt_resp.keys,completion_prompt_resp.rt,participant,run,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.85533192229923,16.85533192229923,t,23.766736346064135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maddy,002,2023-12-14_09h51.06.876,Gen_Run2_Tone,2023.1.0,59.904901966537736,
1,1,69,img/Agent_AW.png,img/HM.png,img/confidence.png,img/lost.png,0,img/WhiteNoiseLong.wav,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,20,,,,,,,,,,,,,,,,,,,,,40.64297862094827,45.65681029309053,46.644951242022216,46.899707505945116,46.899707505945116,['b'],[1.0865489996504039],1.0,48.0122680820059,49.01681606157217,49.01681606157217,50.01381090772338,50.26617215084843,50.26617215084843,['a'],[0.30787509598303586],50.59719162469264,50.86880263464991,51.03082428833004,52.33181250456255,1.5,52.348259926307946,53.852031515329145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maddy,002,2023-12-14_09h51.06.876,Gen_Run2_Tone,2023.1.0,59.904901966537736,
1,1,54,img/Agent_AM.png,img/AW.png,img/confidence.png,img/lost.png,0,img/WhiteNoiseLong.wav,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,5,,,,,,,,,,,,,,,,,,,,,,53.852031515329145,54.850416156230494,55.10268836829346,55.10268836829346,['b'],[0.4162759587634355],0.5,55.55075979337562,56.05357707175426,56.05357707175426,57.051812948309816,57.30417333811056,57.30417333811056,['c'],[0.7431365727679804],58.070413044421,58.33845854527317,58.50286497974302,59.80368423613254,2.0,59.82026449334808,61.82705958292354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maddy,002,2023-12-14_09h51.06.876,Gen_Run2_Tone,2023.1.0,59.904901966537736,
1,1,57,img/Agent_AS.png,img/LS.png,img/confidence.png,img/lost.png,0,img/WhiteNoiseLong.wav,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2,2,8,,,,,,,,,,,,,,,,,,,,,,61.82705958292354,62.83960926462896,63.09176229452714,63.09176229452714,['c'],[0.7323245611041784],1.0,63.84097488166299,64.84285022271797,64.84285022271797,65.84159155678935,66.09404837316833,66.09404837316833,['a'],[0.33105702057946473],66.45875600574072,66.72783091047313,66.89210365603212,68.19333279668353,2.0,68.20984990731813,70.21353858080693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maddy,002,2023-12-14_09h51.06.876,Gen_Run2_Tone,2023.1.0,59.904901966537736,
1,1,71,img/Agent_AW.png,img/AM.png,img/confidence.png,img/lost.png,0,img/WhiteNoiseLong.wav,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3,3,22,,,,,,,,,,,,,,,,,,,,,,70.21353858080693,71.21171045734081,71.46425033151172,71.46425033151172,['a'],[0.7818118929862976],2.0,72.26267462398391,74.26652031065896,74.26652031065896,75.26494619599544,75.51724685239606,75.51724685239606,['a'],[0.34381235553883016],75.88187484059017,76.15245815331582,76.31569978846237,77.6165958448546,1.0,77.63305862655398,78.63808674819302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maddy,002,2023-12-14_09h51.06.876,Gen_Run2_Tone,2023.1.0,59.904901966537736,
1,1,68,img/Agent_AW.png,img/HS.png,img/confidence.png,img/lost.png,0,img/WhiteNoiseLong.wav,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,4,4,19,,,,,,,,,,,,,,,,,,,,,,78.63808674819302,79.63471523008775,79.88714616198558,79.88714616198558,['a'],[0.4089097052346915],1.0,80.31856365886051,81.32151732826605,81.32151732826605,82.32003821793478,82.57214488345198,82.57214488345198,['a'],[0.09188432106748223],82.68741080898326,82.95713766000699,83.12050871721003,84.4229564171983,0.5,84.43979210534599,84.94583099975716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maddy,002,2023-12-14_09h51.06.876,Gen_Run2_Tone,2023.1.0,59.904901966537736,
1,1,51,img/Agent_AM.png,img/LW.png,img/confidence.png,img/lost.png,0,img/WhiteNoiseLong.wav,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,5,5,2,,,,,,,,,,,,,,,,,,,,,,84.94583099975716,85.94033439841587,86.19659736379981,86.19659736379981,['a'],[0.7544261664152145],0.5,86.97361523285508,87.47617708030157,87.47617708030157,88.47505750751588,88.72674461768474,88.72674461768474,['a'],[0.49833614320959896],89.25841763080098,89.52804492635187,89.69181676553562,90.99302286619786,1.0,91.00967850117013,92.01276500616223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maddy,002,2023-12-14_09h51.06.876,Gen_Run2_Tone,2023.1.0,59.904901966537736,
1,1,67,img/Agent_AW.png,img/LW.png,img/confidence.png,img/lost.png,0,img/WhiteNoiseLong.wav,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,6,6,18,,,,,,,,,,,,,,,,,,,,,,92.01276500616223,93.01101538934745,93.26335217023734,93.26335217023734,['a'],[0.3835588929941878],1.0,93.67798972991295,94.68105148815084,94.68105148815084,95.67955047567375,95.93215946969576,95.93215946969576,['a'],[0.20087739685550332],96.1630778806284,96.41826593095902,96.59696000181138,97.89814533793833,0.5,97.91475859074853,98.41760431358125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maddy,002,2023-12-14_09h51.06.876,Gen_Run2_Tone,2023.1.0,59.904901966537736,
1,1,70,img/Agent_AW.png,img/AS.png,img/confidence.png,img/lost.png,0,img/WhiteNoiseLong.wav,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,7,7,21,,,,,,,,,,,,,,,,,,,,,,98.41760431358125,99.41568915022071,99.66804925550241,99.66804925550241,['a'],[0.13106253871228546],1.0,99.81580355367623,100.82409368234221,100.82409368234221,101.83392720564734,102.08622587099671,102.08622587099671,['a'],[0.6367706244345754],102.75126940372866,103.00632490310818,103.18629100867547,104.48748942941893,1.0,104.5054819524521,105.52328532014508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maddy,002,2023-12-14_09h51.06.876,Gen_Run2_Tone,2023.1.0,59.904901966537736,
1,1,61,img/Agent_AS.png,img/HW.png,img/confidence.png,img/lost.png,0,img/WhiteNoiseLong.wav,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,8,8,12,,,,,,,,,,,,,,,,,,,,,,105.52328532014508,106.52217285858933,106.77768318424933,106.77768318424933,['c'],[0.3303863009205088],0.5,107.13803369924426,107.64078555547167,107.64078555547167,108.63929307635408,108.89113691530656,108.89113691530656,['b'],[0.3699624561704695],109.28930145327467,109.55856750451494,109.72292842792812,111.02505982574075,0.5,111.0407264479436,111.54310738889035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maddy,002,2023-12-14_09h51.06.876,Gen_Run2_Tone,2023.1.0,59.904901966537736,
