Weapon,Animal,HighThreat,LowThreat,Danger,Safe,Full_Loop.thisRepN,Full_Loop.thisTrialN,Full_Loop.thisN,Full_Loop.thisIndex,Weapon_loop.thisRepN,Weapon_loop.thisTrialN,Weapon_loop.thisN,Weapon_loop.thisIndex,Weapon_img_loop.thisRepN,Weapon_img_loop.thisTrialN,Weapon_img_loop.thisN,Weapon_img_loop.thisIndex,Animal_loop.thisRepN,Animal_loop.thisTrialN,Animal_loop.thisN,Animal_loop.thisIndex,Animal_img_loop.thisRepN,Animal_img_loop.thisTrialN,Animal_img_loop.thisN,Animal_img_loop.thisIndex,Low_Threat_loop.thisRepN,Low_Threat_loop.thisTrialN,Low_Threat_loop.thisN,Low_Threat_loop.thisIndex,Low_Threat_img_loop.thisRepN,Low_Threat_img_loop.thisTrialN,Low_Threat_img_loop.thisN,Low_Threat_img_loop.thisIndex,Safe_loop.thisRepN,Safe_loop.thisTrialN,Safe_loop.thisN,Safe_loop.thisIndex,Safe_img_loop.thisRepN,Safe_img_loop.thisTrialN,Safe_img_loop.thisN,Safe_img_loop.thisIndex,Danger_loop.thisRepN,Danger_loop.thisTrialN,Danger_loop.thisN,Danger_loop.thisIndex,Danger_img_loop.thisRepN,Danger_img_loop.thisTrialN,Danger_img_loop.thisN,Danger_img_loop.thisIndex,High_Threat_loop.thisRepN,High_Threat_loop.thisTrialN,High_Threat_loop.thisN,High_Threat_loop.thisIndex,High_Threat_img_loop.thisRepN,High_Threat_img_loop.thisTrialN,High_Threat_img_loop.thisN,High_Threat_img_loop.thisIndex,trigger.started,trigger_resp.started,trigger_resp.keys,trigger_resp.corr,trigger_resp.rt,wait.started,weapon_img.started,ISI_weapon.started,weapon_img.stopped,ITI_Weapon.started,anima_img.started,ISI_animal.started,anima_img.stopped,ITI_Animal.started,Low_Threat_img.started,ISI_low_threat.started,Low_Threat_img.stopped,ITI_Low_Threat.started,safe_img.started,ISI_safe.started,safe_img.stopped,ITI_Safe.started,danger_img.started,ISI_danger.started,danger_img.stopped,ITI_Danger.started,High_Threat_img.started,ISI_High_Threat.started,High_Threat_img.stopped,ITI_High_Threat.started,completion.started,completion_resp.started,completion_resp.keys,completion_resp.rt,participant,session (pre/post),date,expName,psychopyVersion,frameRate,
img/fist.png,img/grizzly.png,img/grizzly.png,img/goose.png,img/fist.png,img/grenade.png,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.54773558175657,114.82928393711336,114.86266887804959,,,,,,,,,,,,,,,,,,Maddy,post,2023-12-14_09h35.29.989,Localizer,2023.1.0,59.953222659860586,
img/stick.png,img/lion.png,img/lion.png,img/cat.png,img/stick.png,img/gun.png,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.94801524735522,115.2311971662566,115.2473120726645,,,,,,,,,,,,,,,,,,Maddy,post,2023-12-14_09h35.29.989,Localizer,2023.1.0,59.953222659860586,
img/gun.png,img/cat.png,img/lion.png,img/cat.png,img/stick.png,img/gun.png,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,1,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.34876879712101,115.63139690295793,115.64782185363583,,,,,,,,,,,,,,,,,,Maddy,post,2023-12-14_09h35.29.989,Localizer,2023.1.0,59.953222659860586,
img/fist.png,img/grizzly.png,img/grizzly.png,img/goose.png,img/fist.png,img/grenade.png,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,1,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.74826936982572,116.03012520947959,116.0634006394539,,,,,,,,,,,,,,,,,,Maddy,post,2023-12-14_09h35.29.989,Localizer,2023.1.0,59.953222659860586,
img/stick.png,img/lion.png,img/lion.png,img/cat.png,img/stick.png,img/gun.png,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,1,2,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.14901410182938,116.43010364857037,116.46370874950662,,,,,,,,,,,,,,,,,,Maddy,post,2023-12-14_09h35.29.989,Localizer,2023.1.0,59.953222659860586,
img/grenade.png,img/goose.png,img/grizzly.png,img/goose.png,img/fist.png,img/grenade.png,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,1,3,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.54868107452057,116.83230160642415,116.84856698394287,,,,,,,,,,,,,,,,,,Maddy,post,2023-12-14_09h35.29.989,Localizer,2023.1.0,59.953222659860586,
,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.94889019790571,,,,,,,,,,,,,,,,,Maddy,post,2023-12-14_09h35.29.989,Localizer,2023.1.0,59.953222659860586,
img/gun.png,img/cat.png,img/lion.png,img/cat.png,img/stick.png,img/gun.png,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.9453647955088,129.22313430858776,129.25624817423522,,,,,,,,,,,,,,Maddy,post,2023-12-14_09h35.29.989,Localizer,2023.1.0,59.953222659860586,
img/fist.png,img/grizzly.png,img/grizzly.png,img/goose.png,img/fist.png,img/grenade.png,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.3415803211974,129.62480746675283,129.640940008685,,,,,,,,,,,,,,Maddy,post,2023-12-14_09h35.29.989,Localizer,2023.1.0,59.953222659860586,
img/grenade.png,img/goose.png,img/grizzly.png,img/goose.png,img/fist.png,img/grenade.png,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.74258076865226,130.02403667964973,130.05773507826962,,,,,,,,,,,,,,Maddy,post,2023-12-14_09h35.29.989,Localizer,2023.1.0,59.953222659860586,
