Weapon,Animal,HighThreat,LowThreat,Danger,Safe,Full_Loop.thisRepN,Full_Loop.thisTrialN,Full_Loop.thisN,Full_Loop.thisIndex,Weapon_loop.thisRepN,Weapon_loop.thisTrialN,Weapon_loop.thisN,Weapon_loop.thisIndex,Weapon_img_loop.thisRepN,Weapon_img_loop.thisTrialN,Weapon_img_loop.thisN,Weapon_img_loop.thisIndex,Animal_loop.thisRepN,Animal_loop.thisTrialN,Animal_loop.thisN,Animal_loop.thisIndex,Animal_img_loop.thisRepN,Animal_img_loop.thisTrialN,Animal_img_loop.thisN,Animal_img_loop.thisIndex,Low_Threat_loop.thisRepN,Low_Threat_loop.thisTrialN,Low_Threat_loop.thisN,Low_Threat_loop.thisIndex,Low_Threat_img_loop.thisRepN,Low_Threat_img_loop.thisTrialN,Low_Threat_img_loop.thisN,Low_Threat_img_loop.thisIndex,Safe_loop.thisRepN,Safe_loop.thisTrialN,Safe_loop.thisN,Safe_loop.thisIndex,Safe_img_loop.thisRepN,Safe_img_loop.thisTrialN,Safe_img_loop.thisN,Safe_img_loop.thisIndex,Danger_loop.thisRepN,Danger_loop.thisTrialN,Danger_loop.thisN,Danger_loop.thisIndex,Danger_img_loop.thisRepN,Danger_img_loop.thisTrialN,Danger_img_loop.thisN,Danger_img_loop.thisIndex,High_Threat_loop.thisRepN,High_Threat_loop.thisTrialN,High_Threat_loop.thisN,High_Threat_loop.thisIndex,High_Threat_img_loop.thisRepN,High_Threat_img_loop.thisTrialN,High_Threat_img_loop.thisN,High_Threat_img_loop.thisIndex,trigger.started,trigger_resp.started,trigger_resp.keys,trigger_resp.corr,trigger_resp.rt,wait.started,weapon_img.started,ISI_weapon.started,weapon_img.stopped,ITI_Weapon.started,anima_img.started,ISI_animal.started,anima_img.stopped,ITI_Animal.started,Low_Threat_img.started,ISI_low_threat.started,Low_Threat_img.stopped,ITI_Low_Threat.started,safe_img.started,ISI_safe.started,safe_img.stopped,ITI_Safe.started,danger_img.started,ISI_danger.started,danger_img.stopped,ITI_Danger.started,ITI_Danger.stopped,High_Threat_img.started,ISI_High_Threat.started,High_Threat_img.stopped,ITI_High_Threat.started,completion.started,completion_resp.started,completion_resp.keys,completion_resp.rt,participant,session (pre/post),date,expName,psychopyVersion,frameRate,
img/fist.png,img/grizzly.png,img/grizzly.png,img/goose.png,img/fist.png,img/grenade.png,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.71620062505826,84.99193166708574,85.02793804206885,,,,,,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/gun.png,img/cat.png,img/lion.png,img/cat.png,img/stick.png,img/gun.png,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,3,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.11844350001775,85.39190141693689,85.42744362493977,,,,,,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.50988600007258,97.53351520793512,,,,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/stick.png,img/lion.png,img/lion.png,img/cat.png,img/stick.png,img/gun.png,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.53351520793512,97.81085216696374,97.84135658293962,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/gun.png,img/cat.png,img/lion.png,img/cat.png,img/stick.png,img/gun.png,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.93932204204611,98.21048454195261,98.24155912501737,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/fist.png,img/grizzly.png,img/grizzly.png,img/goose.png,img/fist.png,img/grenade.png,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.34176929201931,98.59316129190847,98.6434011249803,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/grenade.png,img/goose.png,img/grizzly.png,img/goose.png,img/fist.png,img/grenade.png,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.74343962501734,98.99152891687118,99.04294645809568,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/grenade.png,img/goose.png,img/grizzly.png,img/goose.png,img/fist.png,img/grenade.png,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.14096787502058,99.39388062502258,99.44385658297688,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/gun.png,img/cat.png,img/lion.png,img/cat.png,img/stick.png,img/gun.png,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.54313237499446,99.79158020787872,99.84420812502503,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/fist.png,img/grizzly.png,img/grizzly.png,img/goose.png,img/fist.png,img/grenade.png,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.94071404193528,100.19360816688277,100.24427879205905,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/stick.png,img/lion.png,img/lion.png,img/cat.png,img/stick.png,img/gun.png,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,3,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.34087470802478,100.59335745801218,100.64373083296232,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.72614050004631,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/gun.png,img/cat.png,img/lion.png,img/cat.png,img/stick.png,img/gun.png,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.74437479209155,113.00802041706629,113.05788154201582,,,,,,,,,,,,,,,,,,,,,,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/fist.png,img/grizzly.png,img/grizzly.png,img/goose.png,img/fist.png,img/grenade.png,1,0,1,0,0,0,0,0,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.14120695809834,113.40819420805201,113.44334237487055,,,,,,,,,,,,,,,,,,,,,,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/grenade.png,img/goose.png,img/grizzly.png,img/goose.png,img/fist.png,img/grenade.png,1,0,1,0,0,0,0,0,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.53464054199867,113.79346291697584,113.8435166249983,,,,,,,,,,,,,,,,,,,,,,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/stick.png,img/lion.png,img/lion.png,img/cat.png,img/stick.png,img/gun.png,1,0,1,0,0,0,0,0,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.93266037502326,114.19300016690977,114.2436191670131,,,,,,,,,,,,,,,,,,,,,,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/gun.png,img/cat.png,img/lion.png,img/cat.png,img/stick.png,img/gun.png,1,0,1,0,0,0,0,0,1,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.3336073749233,114.59337562508881,114.64323466690257,,,,,,,,,,,,,,,,,,,,,,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/fist.png,img/grizzly.png,img/grizzly.png,img/goose.png,img/fist.png,img/grenade.png,1,0,1,0,0,0,0,0,1,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.73282875004224,114.99312741705216,115.0435431250371,,,,,,,,,,,,,,,,,,,,,,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/stick.png,img/lion.png,img/lion.png,img/cat.png,img/stick.png,img/gun.png,1,0,1,0,0,0,0,0,1,2,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.1346091250889,115.3935670000501,115.44263745797798,,,,,,,,,,,,,,,,,,,,,,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/grenade.png,img/goose.png,img/grizzly.png,img/goose.png,img/fist.png,img/grenade.png,1,0,1,0,0,0,0,0,1,3,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.5335861670319,115.79329987498932,115.84254133305512,,,,,,,,,,,,,,,,,,,,,,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.92618458298966,,,,,,,,,,,,,,,,,,,,,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/fist.png,img/grizzly.png,img/grizzly.png,img/goose.png,img/fist.png,img/grenade.png,1,0,1,0,,,,,,,,,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.95202983287163,128.2077154580038,128.2574092920404,,,,,,,,,,,,,,,,,,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/stick.png,img/lion.png,img/lion.png,img/cat.png,img/stick.png,img/gun.png,1,0,1,0,,,,,,,,,0,0,0,0,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.33728562504984,128.59302254207432,128.64334420789964,,,,,,,,,,,,,,,,,,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/grenade.png,img/goose.png,img/grizzly.png,img/goose.png,img/fist.png,img/grenade.png,1,0,1,0,,,,,,,,,0,0,0,0,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.73494099988602,128.99314770800993,129.0432875000406,,,,,,,,,,,,,,,,,,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/gun.png,img/cat.png,img/lion.png,img/cat.png,img/stick.png,img/gun.png,1,0,1,0,,,,,,,,,0,0,0,0,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.13603641698137,129.39310179208405,129.4431845000945,,,,,,,,,,,,,,,,,,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/stick.png,img/lion.png,img/lion.png,img/cat.png,img/stick.png,img/gun.png,1,0,1,0,,,,,,,,,0,0,0,0,1,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.53919554199092,129.79286466701888,129.84327233303338,,,,,,,,,,,,,,,,,,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/fist.png,img/grizzly.png,img/grizzly.png,img/goose.png,img/fist.png,img/grenade.png,1,0,1,0,,,,,,,,,0,0,0,0,1,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.94122620788403,130.20762966689654,130.24226137506776,,,,,,,,,,,,,,,,,,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/grenade.png,img/goose.png,img/grizzly.png,img/goose.png,img/fist.png,img/grenade.png,1,0,1,0,,,,,,,,,0,0,0,0,1,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.34073224989697,130.6076607920695,130.64226229209453,,,,,,,,,,,,,,,,,,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/gun.png,img/cat.png,img/lion.png,img/cat.png,img/stick.png,img/gun.png,1,0,1,0,,,,,,,,,0,0,0,0,1,3,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.7345316670835,130.99287349986844,131.0430361670442,,,,,,,,,,,,,,,,,,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
,,,,,,1,0,1,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.12634425004944,,,,,,,,,,,,,,,,,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/stick.png,img/lion.png,img/lion.png,img/cat.png,img/stick.png,img/gun.png,1,0,1,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.14387920801528,143.4072882500477,143.44203679193743,,,,,,,,,,,,,,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/grenade.png,img/goose.png,img/grizzly.png,img/goose.png,img/fist.png,img/grenade.png,1,0,1,0,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.54041616688482,143.80743054207414,143.8423872080166,,,,,,,,,,,,,,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/fist.png,img/grizzly.png,img/grizzly.png,img/goose.png,img/fist.png,img/grenade.png,1,0,1,0,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.9403689170722,144.20728745800443,144.24246162502095,,,,,,,,,,,,,,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/gun.png,img/cat.png,img/lion.png,img/cat.png,img/stick.png,img/gun.png,1,0,1,0,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.33470524987206,144.60703675006516,144.64283920801245,,,,,,,,,,,,,,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/fist.png,img/grizzly.png,img/grizzly.png,img/goose.png,img/fist.png,img/grenade.png,1,0,1,0,,,,,,,,,,,,,,,,,0,0,0,0,1,0,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.73406983306631,144.99262999999337,145.04292091703974,,,,,,,,,,,,,,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/gun.png,img/cat.png,img/lion.png,img/cat.png,img/stick.png,img/gun.png,1,0,1,0,,,,,,,,,,,,,,,,,0,0,0,0,1,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.1355885420926,145.39274916704744,145.4427062079776,,,,,,,,,,,,,,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/stick.png,img/lion.png,img/lion.png,img/cat.png,img/stick.png,img/gun.png,1,0,1,0,,,,,,,,,,,,,,,,,0,0,0,0,1,2,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.53580495808274,145.8070674580522,145.84264933294617,,,,,,,,,,,,,,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/grenade.png,img/goose.png,img/grizzly.png,img/goose.png,img/fist.png,img/grenade.png,1,0,1,0,,,,,,,,,,,,,,,,,0,0,0,0,1,3,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.93453841703013,146.20700695808046,146.24257741705514,,,,,,,,,,,,,,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.32550545805134,,,,,,,,,,,,,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/grenade.png,img/goose.png,img/grizzly.png,img/goose.png,img/fist.png,img/grenade.png,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.34395645791665,158.6069841249846,158.65670604188927,,,,,,,,,,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/gun.png,img/cat.png,img/lion.png,img/cat.png,img/stick.png,img/gun.png,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.74003570806235,159.00692116701975,159.0416281670332,,,,,,,,,,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/stick.png,img/lion.png,img/lion.png,img/cat.png,img/stick.png,img/gun.png,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.1401466249954,159.40694837504998,159.44163549994119,,,,,,,,,,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/fist.png,img/grizzly.png,img/grizzly.png,img/goose.png,img/fist.png,img/grenade.png,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.5337105828803,159.8067567080725,159.8423357498832,,,,,,,,,,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/grenade.png,img/goose.png,img/grizzly.png,img/goose.png,img/fist.png,img/grenade.png,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.9327760420274,160.20671899989247,160.2423014580272,,,,,,,,,,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/fist.png,img/grizzly.png,img/grizzly.png,img/goose.png,img/fist.png,img/grenade.png,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.33290083287284,160.60666066687554,160.64268145803362,,,,,,,,,,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/stick.png,img/lion.png,img/lion.png,img/cat.png,img/stick.png,img/gun.png,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,2,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.73341208300553,161.00666954205371,161.04216170799918,,,,,,,,,,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/gun.png,img/cat.png,img/lion.png,img/cat.png,img/stick.png,img/gun.png,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,3,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.12961079203524,161.40660904208198,161.4419472499285,,,,,,,,,,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.52535304194316,,,,,,,,,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/fist.png,img/grizzly.png,img/grizzly.png,img/goose.png,img/fist.png,img/grenade.png,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.542059707921,173.80687700002454,173.84129037498496,,,,,,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/gun.png,img/cat.png,img/lion.png,img/cat.png,img/stick.png,img/gun.png,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.922509792028,174.2065962080378,174.22525562508963,,,,,,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/stick.png,img/lion.png,img/lion.png,img/cat.png,img/stick.png,img/gun.png,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.33965766709298,174.60653020790778,174.64101212495007,,,,,,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/grenade.png,img/goose.png,img/grizzly.png,img/goose.png,img/fist.png,img/grenade.png,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.73964783293195,175.00661116698757,175.041015625,,,,,,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/stick.png,img/lion.png,img/lion.png,img/cat.png,img/stick.png,img/gun.png,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.13982633291744,175.4065602920018,175.44132149987854,,,,,,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/grenade.png,img/goose.png,img/grizzly.png,img/goose.png,img/fist.png,img/grenade.png,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.53961874987,175.80643124994822,175.84129466698505,,,,,,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/gun.png,img/cat.png,img/lion.png,img/cat.png,img/stick.png,img/gun.png,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,2,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.93276733299717,176.20627883309498,176.24213399994187,,,,,,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/fist.png,img/grizzly.png,img/grizzly.png,img/goose.png,img/fist.png,img/grenade.png,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,3,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.3307165419683,176.60623549995944,176.6423531670589,,,,,,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.72480083303526,,,,,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/gun.png,img/cat.png,img/lion.png,img/cat.png,img/stick.png,img/gun.png,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.74681245791726,189.0061890000943,189.05596475000493,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/fist.png,img/grizzly.png,img/grizzly.png,img/goose.png,img/fist.png,img/grenade.png,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.13876033294946,189.40620275004767,189.44068670808338,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/stick.png,img/lion.png,img/lion.png,img/cat.png,img/stick.png,img/gun.png,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.536508457968,189.80589904193766,189.8417163749691,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/grenade.png,img/goose.png,img/grizzly.png,img/goose.png,img/fist.png,img/grenade.png,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.93983024987392,190.20614491705783,190.24154270789586,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/fist.png,img/grizzly.png,img/grizzly.png,img/goose.png,img/fist.png,img/grenade.png,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.33894279203378,190.60589933302253,190.6419769169297,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/grenade.png,img/goose.png,img/grizzly.png,img/goose.png,img/fist.png,img/grenade.png,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.74044254189357,191.00591391697526,191.04099033307284,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
img/gun.png,img/cat.png,img/lion.png,img/cat.png,img/stick.png,img/gun.png,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,2,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.13659549993463,191.4059053750243,191.44157170807011,,,,,,t,pre,2023-12-15_00h26.21.086,Localizer_Pre,2023.1.0,None,
