"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","key_press","view_history","response"
"4765.299999998882","{""Q0"":""WA_023""}","survey-text","0","4789","0.0-0.0-0.0","","","",""
"15004.099999999627","","html-keyboard-response","1","19796","0.0-1.0","<p style=""font-size:30px;"">Welcome to the experiment!</p><p style=""font-size:30px;""> You will read instructions for the game</p><p style=""font-size:30px;""> while we take a scan.</p><br><p style=""font-size:30px;"">Press ""3"" with your middle finger to read the instructions.</p></br>","3","",""
"169644.6000000015","","instructions","2","189443","0.0-2.0","","","[{""page_index"":0,""viewing_time"":4757.300000000745},{""page_index"":1,""viewing_time"":3974.800000000745},{""page_index"":2,""viewing_time"":5969.89999999851},{""page_index"":3,""viewing_time"":10272},{""page_index"":4,""viewing_time"":16032.900000000373},{""page_index"":5,""viewing_time"":8836.800000000745},{""page_index"":6,""viewing_time"":7105.799999998882},{""page_index"":7,""viewing_time"":20254.800000000745},{""page_index"":8,""viewing_time"":8048},{""page_index"":9,""viewing_time"":3151.9000000003725},{""page_index"":10,""viewing_time"":5198.799999998882},{""page_index"":11,""viewing_time"":5325},{""page_index"":12,""viewing_time"":22960.5},{""page_index"":13,""viewing_time"":6736.300000000745},{""page_index"":14,""viewing_time"":2885.699999999255},{""page_index"":15,""viewing_time"":7497},{""page_index"":16,""viewing_time"":10716.60000000149},{""page_index"":17,""viewing_time"":2414.2999999988824},{""page_index"":18,""viewing_time"":7072},{""page_index"":19,""viewing_time"":4074.7000000011176},{""page_index"":20,""viewing_time"":4203},{""page_index"":21,""viewing_time"":2155.89999999851}]",""
"2706.0999999996275","","image-keyboard-response","3","192166","0.0-3.0-0.0","img/crow.png","","","1"
"null","","html-keyboard-response","4","193668","0.0-3.0-1.0","<p style=""font-size: 60px; font-family: monospace;"">+</p>","null","",""
"2337.0999999996275","","image-keyboard-response","5","196007","0.0-3.0-2.0","img/gun.png","","","1"
"null","","html-keyboard-response","6","197508","0.0-3.0-3.0","<p style=""font-size: 60px; font-family: monospace;"">+</p>","null","",""
"null","","image-keyboard-response","7","198510","0.0-3.0-4.0","img/won.png","","","null"
"null","","html-keyboard-response","8","200011","0.0-3.0-5.0","<p style=""font-size: 150px; font-family: monospace;"">+</p>","null","",""
"2046.300000000745","","image-keyboard-response","9","202059","0.0-3.0-0.1","img/bow.png","","","1"
"null","","html-keyboard-response","10","203560","0.0-3.0-1.1","<p style=""font-size: 60px; font-family: monospace;"">+</p>","null","",""
"1170.5","","image-keyboard-response","11","204733","0.0-3.0-2.1","img/crow.png","","","1"
"null","","html-keyboard-response","12","206235","0.0-3.0-3.1","<p style=""font-size: 60px; font-family: monospace;"">+</p>","null","",""
"null","","image-keyboard-response","13","207237","0.0-3.0-4.1","img/won.png","","","null"
"null","","html-keyboard-response","14","208738","0.0-3.0-5.1","<p style=""font-size: 150px; font-family: monospace;"">+</p>","null","",""
"935.9000000003725","","image-keyboard-response","15","209675","0.0-3.0-0.2","img/gun.png","","","1"
"null","","html-keyboard-response","16","211176","0.0-3.0-1.2","<p style=""font-size: 60px; font-family: monospace;"">+</p>","null","",""
"1186.2000000011176","","image-keyboard-response","17","212363","0.0-3.0-2.2","img/goose.png","","","1"
"null","","html-keyboard-response","18","213864","0.0-3.0-3.2","<p style=""font-size: 60px; font-family: monospace;"">+</p>","null","",""
"null","","image-keyboard-response","19","214866","0.0-3.0-4.2","img/won.png","","","null"
"null","","html-keyboard-response","20","216367","0.0-3.0-5.2","<p style=""font-size: 150px; font-family: monospace;"">+</p>","null","",""
"1918.800000000745","","image-keyboard-response","21","218287","0.0-3.0-0.3","img/cat.png","","","1"
"null","","html-keyboard-response","22","219788","0.0-3.0-1.3","<p style=""font-size: 60px; font-family: monospace;"">+</p>","null","",""
"2312","","image-keyboard-response","23","222102","0.0-3.0-2.3","img/fist.png","","","1"
"null","","html-keyboard-response","24","223603","0.0-3.0-3.3","<p style=""font-size: 60px; font-family: monospace;"">+</p>","null","",""
"null","","image-keyboard-response","25","224605","0.0-3.0-4.3","img/lost.png","","","null"
"null","","html-keyboard-response","26","226106","0.0-3.0-5.3","<p style=""font-size: 150px; font-family: monospace;"">+</p>","null","",""
"4755.39999999851","","image-keyboard-response","27","230863","0.0-3.0-0.4","img/lion.png","","","1"
"null","","html-keyboard-response","28","232364","0.0-3.0-1.4","<p style=""font-size: 60px; font-family: monospace;"">+</p>","null","",""
"1186.3999999985099","","image-keyboard-response","29","233552","0.0-3.0-2.4","img/grenade.png","","","1"
"null","","html-keyboard-response","30","235053","0.0-3.0-3.4","<p style=""font-size: 60px; font-family: monospace;"">+</p>","null","",""
"null","","image-keyboard-response","31","236055","0.0-3.0-4.4","img/won.png","","","null"
"null","","html-keyboard-response","32","237556","0.0-3.0-5.4","<p style=""font-size: 150px; font-family: monospace;"">+</p>","null","",""
"3811.5999999996275","","image-keyboard-response","33","241370","0.0-3.0-0.5","img/fist.png","","","2"
"null","","html-keyboard-response","34","242871","0.0-3.0-1.5","<p style=""font-size: 60px; font-family: monospace;"">+</p>","null","",""
"2389.800000000745","","image-keyboard-response","35","245263","0.0-3.0-2.5","img/grizzly.png","","","2"
"null","","html-keyboard-response","36","246763","0.0-3.0-3.5","<p style=""font-size: 60px; font-family: monospace;"">+</p>","null","",""
"null","","image-keyboard-response","37","247765","0.0-3.0-4.5","img/lost.png","","","null"
"null","","html-keyboard-response","38","249266","0.0-3.0-5.5","<p style=""font-size: 150px; font-family: monospace;"">+</p>","null","",""
"1835","","image-keyboard-response","39","251102","0.0-3.0-0.6","img/stick.png","","","2"
"null","","html-keyboard-response","40","252604","0.0-3.0-1.6","<p style=""font-size: 60px; font-family: monospace;"">+</p>","null","",""
"2753.9000000003725","","image-keyboard-response","41","255359","0.0-3.0-2.6","img/grizzly.png","","","2"
"null","","html-keyboard-response","42","256861","0.0-3.0-3.6","<p style=""font-size: 60px; font-family: monospace;"">+</p>","null","",""
"null","","image-keyboard-response","43","257863","0.0-3.0-4.6","img/lost.png","","","null"
"null","","html-keyboard-response","44","259364","0.0-3.0-5.6","<p style=""font-size: 150px; font-family: monospace;"">+</p>","null","",""
"1813.2000000011176","","image-keyboard-response","45","261178","0.0-3.0-0.7","img/rock.png","","","2"
"null","","html-keyboard-response","46","262681","0.0-3.0-1.7","<p style=""font-size: 60px; font-family: monospace;"">+</p>","null","",""
"1868.2000000011176","","image-keyboard-response","47","264551","0.0-3.0-2.7","img/cat.png","","","1"
"null","","html-keyboard-response","48","266052","0.0-3.0-3.7","<p style=""font-size: 60px; font-family: monospace;"">+</p>","null","",""
"null","","image-keyboard-response","49","267054","0.0-3.0-4.7","img/won.png","","","null"
"null","","html-keyboard-response","50","268555","0.0-3.0-5.7","<p style=""font-size: 150px; font-family: monospace;"">+</p>","null","",""
"11363.300000000745","","html-keyboard-response","51","279919","0.0-4.0","<div><p style=""font-size:30px;"">You finished the instructions.</p><p style=""font-size:30px;"">The scan make take a few minutes longer.  </p><p style=""font-size:30px;"">Please relax and hold still until it is finished. </p><p style=""font-size:30px;"">We will tell you when the main game is ready to begin.</p><br><p style=""font-size:30px;""><b>Please press 3 to end.</b> </p></br></div>","3","",""
