"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","key_press","view_history","response"
"3069.699999809265","{""Q0"":""WA_016""}","survey-text","0","3084","0.0-0.0-0.0","","","",""
"4062.3999996185303","","html-keyboard-response","1","7149","0.0-1.0","<p style=""font-size:30px;"">Welcome to the experiment!</p><p style=""font-size:30px;""> You will read instructions for the game</p><p style=""font-size:30px;""> while we take a scan.</p><br><p style=""font-size:30px;"">Press ""3"" with your middle finger to read the instructions.</p></br>","3","",""
"88398.80000019073","","instructions","2","95548","0.0-2.0","","","[{""page_index"":0,""viewing_time"":2149.9000000953674},{""page_index"":1,""viewing_time"":5033.799999713898},{""page_index"":2,""viewing_time"":5129},{""page_index"":3,""viewing_time"":5636.800000190735},{""page_index"":4,""viewing_time"":10028.900000095367},{""page_index"":5,""viewing_time"":5182.900000095367},{""page_index"":6,""viewing_time"":4783},{""page_index"":7,""viewing_time"":5566.799999713898},{""page_index"":8,""viewing_time"":2773},{""page_index"":9,""viewing_time"":1663},{""page_index"":10,""viewing_time"":2521},{""page_index"":11,""viewing_time"":1653},{""page_index"":12,""viewing_time"":4813},{""page_index"":13,""viewing_time"":6678.900000095367},{""page_index"":14,""viewing_time"":2437.9000000953674},{""page_index"":15,""viewing_time"":5574.900000095367},{""page_index"":16,""viewing_time"":4149.099999904633},{""page_index"":17,""viewing_time"":1903.7999997138977},{""page_index"":18,""viewing_time"":3209.1000003814697},{""page_index"":19,""viewing_time"":2429},{""page_index"":20,""viewing_time"":3748},{""page_index"":21,""viewing_time"":1333.7999997138977}]",""
"1814.5999999046326","","image-keyboard-response","3","97372","0.0-3.0-0.0","img/crow.png","","","1"
"null","","html-keyboard-response","4","98872","0.0-3.0-1.0","<p style=""font-size: 60px; font-family: monospace;"">+</p>","null","",""
"2106.5999999046326","","image-keyboard-response","5","100979","0.0-3.0-2.0","img/gun.png","","","1"
"null","","html-keyboard-response","6","102480","0.0-3.0-3.0","<p style=""font-size: 60px; font-family: monospace;"">+</p>","null","",""
"null","","image-keyboard-response","7","103481","0.0-3.0-4.0","img/won.png","","","null"
"null","","html-keyboard-response","8","104982","0.0-3.0-5.0","<p style=""font-size: 150px; font-family: monospace;"">+</p>","null","",""
"1987.0999999046326","","image-keyboard-response","9","106970","0.0-3.0-0.1","img/bow.png","","","1"
"null","","html-keyboard-response","10","108472","0.0-3.0-1.1","<p style=""font-size: 60px; font-family: monospace;"">+</p>","null","",""
"1156.7000002861023","","image-keyboard-response","11","109629","0.0-3.0-2.1","img/crow.png","","","1"
"null","","html-keyboard-response","12","111130","0.0-3.0-3.1","<p style=""font-size: 60px; font-family: monospace;"">+</p>","null","",""
"null","","image-keyboard-response","13","112131","0.0-3.0-4.1","img/won.png","","","null"
"null","","html-keyboard-response","14","113632","0.0-3.0-5.1","<p style=""font-size: 150px; font-family: monospace;"">+</p>","null","",""
"3515.5","","image-keyboard-response","15","117148","0.0-3.0-0.2","img/rock.png","","","1"
"null","","html-keyboard-response","16","118649","0.0-3.0-1.2","<p style=""font-size: 60px; font-family: monospace;"">+</p>","null","",""
"2823.699999809265","","image-keyboard-response","17","121474","0.0-3.0-2.2","img/cat.png","","","1"
"null","","html-keyboard-response","18","122974","0.0-3.0-3.2","<p style=""font-size: 60px; font-family: monospace;"">+</p>","null","",""
"null","","image-keyboard-response","19","123976","0.0-3.0-4.2","img/won.png","","","null"
